overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
1,1,1,5,GrandWizard TravisCoons,pwes58,11307,Jamaal Charles,,0,False
2,1,2,4,Team Cornelius,bcornelius2,15825,Le'Veon Bell,,0,False
3,1,3,10,High Noon,jtmurphree,10456,Marshawn Lynch,RB,0,False
4,1,4,2,FOR WHOM O'DELL TOLLS,jmodell10,8439,Aaron Rodgers,QB,0,False
5,1,5,9,Watt Watt in the butt,crtaylor225,13215,Dez Bryant,WR,0,False
6,1,6,1,Luck her right in the Percy,cjhubauer,13982,Julio Jones,WR,0,False
7,1,7,6,Demaryius Is My Brother ,zwthomas89,13216,Demaryius Thomas,WR,0,False
8,1,8,11,Dez (Bryant) Nuts,Gtgilbert88,15848,Eddie Lacy,RB,0,False
9,1,9,8,Beats by Ray,jbray5,13229,Rob Gronkowski,TE,0,False
10,1,10,3,Jim Ward's Allstars,Henry Munford,10452,Adrian Peterson,RB,0,False
11,1,11,12,Rule #76,dcputman,14005,DeMarco Murray,RB,0,False
12,1,12,13,Ha Ha's Chuckle Hut,tcspivey8,13934,Antonio Brown,WR,0,False
13,2,1,13,Ha Ha's Chuckle Hut,tcspivey8,11278,Matt Forte,RB,0,False
14,2,2,12,Rule #76,dcputman,16733,Odell Beckham Jr.,WR,0,False
15,2,3,3,Jim Ward's Allstars,Henry Munford,14924,T.Y. Hilton,WR,0,False
16,2,4,8,Beats by Ray,jbray5,14874,Andrew Luck,QB,0,False
17,2,5,11,Dez (Bryant) Nuts,Gtgilbert88,13981,Mark Ingram,RB,0,False
18,2,6,6,Demaryius Is My Brother ,zwthomas89,16803,Jeremy Hill,RB,0,False
19,2,7,1,Luck her right in the Percy,cjhubauer,13983,A.J. Green,WR,0,False
20,2,8,9,Watt Watt in the butt,crtaylor225,10447,Calvin Johnson,WR,0,False
21,2,9,2,FOR WHOM O'DELL TOLLS,jmodell10,12514,LeSean McCoy,RB,0,False
22,2,10,10,High Noon,jtmurphree,16040,C.J. Anderson,RB,0,False
23,2,11,4,Team Cornelius,bcornelius2,1428,Peyton Manning,,0,False
24,2,12,5,GrandWizard TravisCoons,pwes58,14881,Russell Wilson,QB,0,False
25,3,1,5,GrandWizard TravisCoons,pwes58,11467,Justin Forsett,,0,False
26,3,2,4,Team Cornelius,bcornelius2,14912,Alshon Jeffery,WR,0,False
