team_id,team_name,player_id,player_name,position,pro_team,total_points,projected_total_points
1,Garretteed Satisfaction ,3916148,Tony Pollard,RB,TEN,195.1,0.0
1,Garretteed Satisfaction ,4569618,Garrett Wilson,WR,NYJ,169.7,208.99
1,Garretteed Satisfaction ,4361370,Chris Olave,WR,NO,188.8,182.66
1,Garretteed Satisfaction ,4047650,DK Metcalf,WR,SEA,194.4,0.0
1,Garretteed Satisfaction ,4379399,James Cook,RB,BUF,211.7,0.0
1,Garretteed Satisfaction ,3054850,Alvin Kamara,RB,NO,196.5,0.0
1,Garretteed Satisfaction ,2577417,Dak Prescott,QB,DAL,343.84,0.0
1,Garretteed Satisfaction ,4258173,Nico Collins,WR,HOU,223.4,0.0
1,Garretteed Satisfaction ,3117253,Bobby Okereke,LB,NYG,166.0,0.0
1,Garretteed Satisfaction ,4372019,Jerome Ford,RB,CLE,189.2,0.0
1,Garretteed Satisfaction ,4036378,Jordan Love,QB,GB,319.06,0.0
1,Garretteed Satisfaction ,2468609,Taysom Hill,TE,NO,129.02,0.0
1,Garretteed Satisfaction ,-16030,Jaguars D/ST,D/ST,JAX,105.0,0.0
1,Garretteed Satisfaction ,4362851,Ernest Jones,LB,LAR,154.0,0.0
1,Garretteed Satisfaction ,17427,Cairo Santos,K,CHI,155.0,139.29
1,Garretteed Satisfaction ,4361050,Isaiah Likely,TE,BAL,88.1,48.48
1,Garretteed Satisfaction ,-16007,Broncos D/ST,D/ST,DEN,98.0,0.0
2,Pour One Out For Mahomies!!,4241457,Najee Harris,RB,PIT,181.0,0.0
2,Pour One Out For Mahomies!!,3139477,Patrick Mahomes,QB,KC,281.22,0.0
2,Pour One Out For Mahomies!!,4239993,Tee Higgins,WR,CIN,116.6,0.0
2,Pour One Out For Mahomies!!,4427366,Breece Hall,RB,NYJ,254.5,0.0
2,Pour One Out For Mahomies!!,3915416,DJ Moore,WR,CHI,243.5,0.0
2,Pour One Out For Mahomies!!,3040151,George Kittle,TE,SF,171.7,0.0
2,Pour One Out For Mahomies!!,2577327,Tyler Lockett,WR,SEA,165.9,0.0
2,Pour One Out For Mahomies!!,4239934,AJ Dillon,RB,GB,106.6,0.0
2,Pour One Out For Mahomies!!,3120348,JuJu Smith-Schuster,WR,NE,48.5,0.0
2,Pour One Out For Mahomies!!,-16020,Jets D/ST,D/ST,NYJ,159.0,0.0
2,Pour One Out For Mahomies!!,3915189,Roquan Smith,LB,BAL,165.0,0.0
