overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
166,14,10,6,Thom-ASS,zwthomas89; zthoma7700709,4429025,Quentin Johnston,,0,False
167,14,11,1,Garretteed Satisfaction ,cjhubauer,4240703,Kenny Pickett,,0,False
168,14,12,12,Rule  #76,dcputman,4569987,Jaylen Warren,RB,0,False
169,15,1,12,Rule  #76,dcputman,4242355,Jake Ferguson,TE,0,False
170,15,2,1,Garretteed Satisfaction ,cjhubauer,17427,Cairo Santos,K,0,False
171,15,3,6,Thom-ASS,zwthomas89; zthoma7700709,3128390,Allen Lazard,,0,False
172,15,4,3,Jim Ward's Ole Dick Necks,Henry Munford,3124679,Jason Sanders,K,0,False
173,15,5,5,You Can Chuck the Tubb,payton9218600,4360939,Rashod Bateman,,0,False
174,15,6,11,Bijan mustard,Gtgilbert88,3917792,Daniel Jones,,0,False
175,15,7,13,Christopher's Kryptonite ,tcspivey8,4040655,Darnell Mooney,,0,False
176,15,8,9,Men of Will,wdsx5,4036348,Michael Gallup,,0,False
177,15,9,4,King Me,Josh Swing,2573401,Tyler Higbee,,0,False
178,15,10,10,Amon-Ra Dog,espnfan1709357526,3912550,Ronald Jones,,0,False
179,15,11,2,Pour One Out For Mahomies!!,Burns1981,4685720,Bryce Young,QB,0,False
180,15,12,8,SCLSU Mud Dogs,jbray5,15864,Geno Smith,QB,0,False
181,16,1,8,SCLSU Mud Dogs,jbray5,-16033,Ravens D/ST,,0,False
182,16,2,2,Pour One Out For Mahomies!!,Burns1981,4361432,Romeo Doubs,WR,0,False
183,16,3,10,Amon-Ra Dog,espnfan1709357526,3051926,Gus Edwards,RB,0,False
184,16,4,4,King Me,Josh Swing,4372485,Rondale Moore,,0,False
185,16,5,9,Men of Will,wdsx5,14881,Russell Wilson,QB,0,False
186,16,6,13,Christopher's Kryptonite ,tcspivey8,-16003,Bears D/ST,D/ST,0,False
187,16,7,11,Bijan mustard,Gtgilbert88,4242214,Clyde Edwards-Helaire,,0,False
188,16,8,5,You Can Chuck the Tubb,payton9218600,4426386,Roschon Johnson,RB,0,False
189,16,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4242540,Isaiah Hodgins,,0,False
190,16,10,6,Thom-ASS,zwthomas89; zthoma7700709,3125116,D'Onta Foreman,,0,False
191,16,11,1,Garretteed Satisfaction ,cjhubauer,-16016,Vikings D/ST,D/ST,0,False
192,16,12,12,Rule  #76,dcputman,16757,Derek Carr,QB,0,False
193,17,1,12,Rule  #76,dcputman,-16004,Bengals D/ST,,0,False
194,17,2,1,Garretteed Satisfaction ,cjhubauer,4372019,Jerome Ford,RB,0,False
195,17,3,6,Thom-ASS,zwthomas89; zthoma7700709,3918639,Gerald Everett,TE,0,False
196,17,4,3,Jim Ward's Ole Dick Necks,Henry Munford,3040180,De'Vondre Campbell,,0,False
197,17,5,5,You Can Chuck the Tubb,payton9218600,4367209,Greg Dulcich,,0,False
198,17,6,11,Bijan mustard,Gtgilbert88,4035115,Albert Okwuegbunam,,0,False
199,17,7,13,Christopher's Kryptonite ,tcspivey8,4241416,Chuba Hubbard,RB,0,False
200,17,8,9,Men of Will,wdsx5,4599739,Kendre Miller,,0,False
201,17,9,4,King Me,Josh Swing,12483,Matthew Stafford,QB,0,False
202,17,10,10,Amon-Ra Dog,espnfan1709357526,4692590,Jalin Hyatt,,0,False
203,17,11,2,Pour One Out For Mahomies!!,Burns1981,4040605,Nick Bosa,,0,False
204,17,12,8,SCLSU Mud Dogs,jbray5,16339,Brandon McManus,K,0,False
