week,is_regular,team_id,team_name,points,opp_team_id,opp_team_name,is_bye,outcome
1,True,1,You like  That?,140.2,9,Tonie's Tigers,False,L
1,True,2,Rodger  That,90.14,13,Dumpster Fire,False,W
1,True,3,Jim Ward's Allstars,104.96,12,Rule #76,False,L
1,True,4,Bell yeah,109.34,5,Send Points,False,W
1,True,5,Send Points,98.28,4,Bell yeah,False,L
1,True,6,"Dude, Where's  My Carr ",93.28,10,High Noon,False,L
1,True,8,Free Pimp  Zeke ,81.82,11,Dez (Bryant) Nuts,False,W
1,True,9,Tonie's Tigers,141.24,1,You like  That?,False,W
1,True,10,High Noon,142.34,6,"Dude, Where's  My Carr ",False,W
1,True,11,Dez (Bryant) Nuts,73.42,8,Free Pimp  Zeke ,False,L
1,True,12,Rule #76,113.74,3,Jim Ward's Allstars,False,W
1,True,13,Dumpster Fire,54.82,2,Rodger  That,False,L
2,True,1,You like  That?,98.26,4,Bell yeah,False,L
2,True,2,Rodger  That,118.42,3,Jim Ward's Allstars,False,L
2,True,3,Jim Ward's Allstars,129.06,2,Rodger  That,False,W
2,True,4,Bell yeah,106.38,1,You like  That?,False,W
2,True,5,Send Points,94.78,6,"Dude, Where's  My Carr ",False,L
2,True,6,"Dude, Where's  My Carr ",119.6,5,Send Points,False,W
2,True,8,Free Pimp  Zeke ,111.62,12,Rule #76,False,W
2,True,9,Tonie's Tigers,143.94,10,High Noon,False,W
2,True,10,High Noon,106.64,9,Tonie's Tigers,False,L
2,True,11,Dez (Bryant) Nuts,120.92,13,Dumpster Fire,False,W
2,True,12,Rule #76,99.9,8,Free Pimp  Zeke ,False,L
2,True,13,Dumpster Fire,82.22,11,Dez (Bryant) Nuts,False,L
3,True,1,You like  That?,148.6,5,Send Points,False,W
3,True,2,Rodger  That,125.02,12,Rule #76,False,W
3,True,3,Jim Ward's Allstars,81.32,11,Dez (Bryant) Nuts,False,L
3,True,4,Bell yeah,106.96,10,High Noon,False,W
3,True,5,Send Points,119.62,1,You like  That?,False,L
