team_id,team_name,player_id,player_name,position,pro_team,total_points,projected_total_points
1,T's Diddy ,4362628,Ja'Marr Chase,WR,CIN,202.9,234.2
1,T's Diddy ,2976212,Stefon Diggs,WR,BUF,262.6,211.88
1,T's Diddy ,4239996,Travis Etienne Jr.,RB,JAX,187.6,178.17
1,T's Diddy ,4241985,J.K. Dobbins,RB,BAL,77.7,197.6
1,T's Diddy ,4569173,Rhamondre Stevenson,RB,NE,217.6,162.38
1,T's Diddy ,4043130,Jordyn Brooks,LB,SEA,167.0,177.83
1,T's Diddy ,3051909,Daniel Carlson,K,LV,159.0,139.12
1,T's Diddy ,4360310,Trevor Lawrence,QB,JAX,297.62,260.71
1,T's Diddy ,3917792,Daniel Jones,QB,NYG,289.0,252.4
1,T's Diddy ,4258195,Donovan Peoples-Jones,WR,CLE,137.6,87.74
1,T's Diddy ,-16028,Commanders D/ST,D/ST,WSH,120.0,109.17
1,T's Diddy ,3843945,Foster Moreau,TE,LV,68.7,42.97
1,T's Diddy ,3059722,Zay Jones,WR,JAX,157.1,89.14
1,T's Diddy ,3121023,Dallas Goedert,TE,PHI,114.7,121.48
1,T's Diddy ,4361370,Chris Olave,WR,NO,167.2,144.5
1,T's Diddy ,-16033,Ravens D/ST,D/ST,BAL,129.0,119.59
1,T's Diddy ,4360635,Chigoziem Okonkwo,TE,TEN,88.2,14.41
2,Zeke -A Virus,3929630,Saquon Barkley,RB,NYG,255.5,202.04
2,Zeke -A Virus,3051392,Ezekiel Elliott,RB,None,178.3,193.81
2,Zeke -A Virus,3139477,Patrick Mahomes,QB,KC,418.9,352.02
2,Zeke -A Virus,3932905,Diontae Johnson,WR,PIT,139.7,174.68
2,Zeke -A Virus,4243537,Gabe Davis,WR,BUF,149.6,176.0
2,Zeke -A Virus,-16027,Buccaneers D/ST,D/ST,TB,97.0,124.63
2,Zeke -A Virus,3917232,Tyler Bass,K,BUF,143.0,131.58
2,Zeke -A Virus,3915189,Roquan Smith,LB,BAL,184.0,171.48
2,Zeke -A Virus,4036348,Michael Gallup,WR,DAL,86.9,131.9
2,Zeke -A Virus,4243331,Cade Otton,TE,TB,80.1,27.81
2,Zeke -A Virus,4039050,Devin Duvernay,WR,BAL,97.6,87.11
2,Zeke -A Virus,4240778,Jamin Davis,LB,WSH,114.0,118.52
2,Zeke -A Virus,16782,Jerick McKinnon,RB,KC,170.3,72.89
2,Zeke -A Virus,-16014,Rams D/ST,D/ST,LAR,89.0,82.21
2,Zeke -A Virus,4367209,Greg Dulcich,TE,DEN,69.6,31.71
2,Zeke -A Virus,3929645,Juwan Johnson,TE,NO,115.8,3.47
2,Zeke -A Virus,3119195,Chase Edmonds,RB,TB,67.2,150.26
3,Jim Ward's Ole Dick Necks,3068267,Austin Ekeler,RB,LAC,323.2,251.86
3,Jim Ward's Ole Dick Necks,3126486,Deebo Samuel,WR,SF,141.4,226.82
3,Jim Ward's Ole Dick Necks,4240021,Cam Akers,RB,LAR,134.8,134.83
3,Jim Ward's Ole Dick Necks,3116165,Chris Godwin,WR,TB,172.8,160.7
