overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
39,4,3,11,Dez (Bryant) Nuts,Gtgilbert88,4047646,A.J. Brown,WR,0,False
40,4,4,4,BUT kicKERs,Josh Swing,4241463,Jerry Jeudy,WR,0,False
41,4,5,10,Maitland Tiburon,espnfan1709357526,4241372,Marquise Brown,WR,0,False
42,4,6,2,Zeke -A Virus,Burns1981,3932905,Diontae Johnson,WR,0,False
43,4,7,8,SCLSU Mud Dogs,jbray5,3045138,Mike Williams,WR,0,False
44,4,8,12,Rule  #76,dcputman,4372016,Jaylen Waddle,WR,0,False
45,4,9,13,Christopher's Kryptonite ,tcspivey8,3128429,Courtland Sutton,WR,0,False
46,4,10,3,Jim Ward's Ole Dick Necks,Henry Munford,4241555,Elijah Mitchell,,0,False
47,4,11,5,COD Lobby Kyler,payton9218600,3917315,Kyler Murray,,0,False
48,4,12,9,TBD TBD,wdsx5,4038941,Justin Herbert,QB,0,False
49,5,1,9,TBD TBD,wdsx5,3040151,George Kittle,TE,0,False
50,5,2,5,COD Lobby Kyler,payton9218600,16460,Adam Thielen,WR,0,False
51,5,3,3,Jim Ward's Ole Dick Necks,Henry Munford,3116165,Chris Godwin,WR,0,False
52,5,4,13,Christopher's Kryptonite ,tcspivey8,3121422,Terry McLaurin,WR,0,False
53,5,5,12,Rule  #76,dcputman,3916387,Lamar Jackson,QB,0,False
54,5,6,8,SCLSU Mud Dogs,jbray5,4427366,Breece Hall,,0,False
55,5,7,2,Zeke -A Virus,Burns1981,4243537,Gabe Davis,WR,0,False
56,5,8,10,Maitland Tiburon,espnfan1709357526,4040715,Jalen Hurts,QB,0,False
57,5,9,4,BUT kicKERs,Josh Swing,2576925,Darren Waller,TE,0,False
58,5,10,11,Dez (Bryant) Nuts,Gtgilbert88,4239934,AJ Dillon,RB,0,False
59,5,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,3915511,Joe Burrow,QB,0,False
60,5,12,1,T's Diddy ,cjhubauer,4241985,J.K. Dobbins,RB,0,False
61,6,1,1,T's Diddy ,cjhubauer,2976316,Michael Thomas,,0,False
62,6,2,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,4360294,Antonio Gibson,,0,False
63,6,3,11,Dez (Bryant) Nuts,Gtgilbert88,3117256,Dalton Schultz,TE,0,False
64,6,4,4,BUT kicKERs,Josh Swing,4241478,DeVonta Smith,WR,0,False
65,6,5,10,Maitland Tiburon,espnfan1709357526,4374302,Amon-Ra St. Brown,WR,0,False
66,6,6,2,Zeke -A Virus,Burns1981,4040980,Irv Smith Jr.,,0,False
67,6,7,8,SCLSU Mud Dogs,jbray5,4047650,DK Metcalf,WR,0,False
68,6,8,12,Rule  #76,dcputman,16799,Allen Robinson II,,0,False
69,6,9,13,Christopher's Kryptonite ,tcspivey8,4242214,Clyde Edwards-Helaire,,0,False
70,6,10,3,Jim Ward's Ole Dick Necks,Henry Munford,3059915,Kareem Hunt,RB,0,False
71,6,11,5,COD Lobby Kyler,payton9218600,2577327,Tyler Lockett,WR,0,False
72,6,12,9,TBD TBD,wdsx5,2976499,Amari Cooper,WR,0,False
73,7,1,9,TBD TBD,wdsx5,16731,Brandin Cooks,WR,0,False
74,7,2,5,COD Lobby Kyler,payton9218600,3116164,Mike Gesicki,,0,False
75,7,3,3,Jim Ward's Ole Dick Necks,Henry Munford,3120348,JuJu Smith-Schuster,WR,0,False
76,7,4,13,Christopher's Kryptonite ,tcspivey8,3139925,Rashaad Penny,,0,False
77,7,5,12,Rule  #76,dcputman,3119195,Chase Edmonds,RB,0,False
78,7,6,8,SCLSU Mud Dogs,jbray5,2330,Tom Brady,QB,0,False
79,7,7,2,Zeke -A Virus,Burns1981,4360939,Rashod Bateman,,0,False
80,7,8,10,Maitland Tiburon,espnfan1709357526,3135321,Hunter Renfrow,,0,False
81,7,9,4,BUT kicKERs,Josh Swing,2577417,Dak Prescott,QB,0,False
82,7,10,11,Dez (Bryant) Nuts,Gtgilbert88,4372414,Elijah Moore,WR,0,False
83,7,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,4426502,Drake London,WR,0,False
84,7,12,1,T's Diddy ,cjhubauer,4569173,Rhamondre Stevenson,RB,0,False
85,8,1,1,T's Diddy ,cjhubauer,4040655,Darnell Mooney,,0,False
86,8,2,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,15807,Cordarrelle Patterson,RB,0,False
87,8,3,11,Dez (Bryant) Nuts,Gtgilbert88,3925347,Damien Harris,RB,0,False
88,8,4,4,BUT kicKERs,Josh Swing,3895856,Christian Kirk,WR,0,False
89,8,5,10,Maitland Tiburon,espnfan1709357526,4040761,Devin Singletary,RB,0,False
90,8,6,2,Zeke -A Virus,Burns1981,3916430,Nyheim Hines,,0,False
91,8,7,8,SCLSU Mud Dogs,jbray5,3916148,Tony Pollard,RB,0,False
92,8,8,12,Rule  #76,dcputman,4036133,T.J. Hockenson,TE,0,False
93,8,9,13,Christopher's Kryptonite ,tcspivey8,4045163,Miles Sanders,RB,0,False
94,8,10,3,Jim Ward's Ole Dick Necks,Henry Munford,4361370,Chris Olave,WR,0,False
95,8,11,5,COD Lobby Kyler,payton9218600,4048244,Alexander Mattison,RB,0,False
96,8,12,9,TBD TBD,wdsx5,-16002,Bills D/ST,D/ST,0,False
97,9,1,9,TBD TBD,wdsx5,3139605,Marlon Mack,,0,False
98,9,2,5,COD Lobby Kyler,payton9218600,3115394,DJ Chark,WR,0,False
99,9,3,3,Jim Ward's Ole Dick Necks,Henry Munford,15795,DeAndre Hopkins,WR,0,False
100,9,4,13,Christopher's Kryptonite ,tcspivey8,3930086,Dawson Knox,TE,0,False
101,9,5,12,Rule  #76,dcputman,3128390,Allen Lazard,WR,0,False
102,9,6,8,SCLSU Mud Dogs,jbray5,2576434,Melvin Gordon III,,0,False
103,9,7,2,Zeke -A Virus,Burns1981,4046692,Chase Claypool,,0,False
104,9,8,10,Maitland Tiburon,espnfan1709357526,4361411,Pat Freiermuth,TE,0,False
105,9,9,4,BUT kicKERs,Josh Swing,4052042,James Robinson,,0,False
106,9,10,11,Dez (Bryant) Nuts,Gtgilbert88,4360438,Brandon Aiyuk,WR,0,False
107,9,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,4567048,Kenneth Walker III,RB,0,False
108,9,12,1,T's Diddy ,cjhubauer,14881,Russell Wilson,,0,False
109,10,1,1,T's Diddy ,cjhubauer,4360238,Dameon Pierce,,0,False
110,10,2,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,3045144,Tyler Boyd,WR,0,False
111,10,3,11,Dez (Bryant) Nuts,Gtgilbert88,12483,Matthew Stafford,QB,0,False
112,10,4,4,BUT kicKERs,Josh Swing,4569618,Garrett Wilson,WR,0,False
113,10,5,10,Maitland Tiburon,espnfan1709357526,-16025,49ers D/ST,D/ST,0,False
114,10,6,2,Zeke -A Virus,Burns1981,-16027,Buccaneers D/ST,D/ST,0,False
115,10,7,8,SCLSU Mud Dogs,jbray5,4240600,Kadarius Toney,WR,0,False
116,10,8,12,Rule  #76,dcputman,4567156,Treylon Burks,WR,0,False
117,10,9,13,Christopher's Kryptonite ,tcspivey8,15880,Robert Woods,,0,False
118,10,10,3,Jim Ward's Ole Dick Necks,Henry Munford,3121023,Dallas Goedert,TE,0,False
119,10,11,5,COD Lobby Kyler,payton9218600,3122976,Jeff Wilson Jr.,RB,0,False
120,10,12,9,TBD TBD,wdsx5,16790,Jarvis Landry,WR,0,False
121,11,1,9,TBD TBD,wdsx5,15683,Justin Tucker,K,0,False
122,11,2,5,COD Lobby Kyler,payton9218600,3916433,Jakobi Meyers,,0,False
123,11,3,3,Jim Ward's Ole Dick Necks,Henry Munford,8439,Aaron Rodgers,QB,0,False
124,11,4,13,Christopher's Kryptonite ,tcspivey8,4430191,Skyy Moore,,0,False
125,11,5,12,Rule  #76,dcputman,15835,Zach Ertz,TE,0,False
126,11,6,8,SCLSU Mud Dogs,jbray5,4379399,James Cook,RB,0,False
127,11,7,2,Zeke -A Virus,Burns1981,3917232,Tyler Bass,K,0,False
128,11,8,10,Maitland Tiburon,espnfan1709357526,4249087,Matt Gay,,0,False
129,11,9,4,BUT kicKERs,Josh Swing,-16018,Saints D/ST,,0,False
130,11,10,11,Dez (Bryant) Nuts,Gtgilbert88,4039359,Darrell Henderson Jr.,RB,0,False
131,11,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,4360234,Evan McPherson,K,0,False
132,11,12,1,T's Diddy ,cjhubauer,4043130,Jordyn Brooks,LB,0,False
133,12,1,1,T's Diddy ,cjhubauer,4373626,Tyler Allgeier,RB,0,False
134,12,2,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,3056362,Shaquille Leonard,,0,False
135,12,3,11,Dez (Bryant) Nuts,Gtgilbert88,4035434,Devin White,LB,0,False
136,12,4,4,BUT kicKERs,Josh Swing,3138826,Fred Warner,LB,0,False
137,12,5,10,Maitland Tiburon,espnfan1709357526,14979,Bobby Wagner,,0,False
138,12,6,2,Zeke -A Virus,Burns1981,3915189,Roquan Smith,LB,0,False
139,12,7,8,SCLSU Mud Dogs,jbray5,3050073,Foyesade Oluokun,LB,0,False
140,12,8,12,Rule  #76,dcputman,4240657,Michael Carter,RB,0,False
141,12,9,13,Christopher's Kryptonite ,tcspivey8,4241474,Brian Robinson Jr.,RB,0,False
142,12,10,3,Jim Ward's Ole Dick Necks,Henry Munford,4249417,Jalen Tolbert,,0,False
143,12,11,5,COD Lobby Kyler,payton9218600,2574808,Robbie Anderson,,0,False
144,12,12,9,TBD TBD,wdsx5,4372099,Aidan Hutchinson,,0,False
145,13,1,9,TBD TBD,wdsx5,13982,Julio Jones,,0,False
146,13,2,5,COD Lobby Kyler,payton9218600,4243160,Laviska Shenault Jr.,,0,False
147,13,3,3,Jim Ward's Ole Dick Necks,Henry Munford,2573401,Tyler Higbee,TE,0,False
148,13,4,13,Christopher's Kryptonite ,tcspivey8,3045282,T.J. Watt,,0,False
149,13,5,12,Rule  #76,dcputman,4361423,Micah Parsons,,0,False
150,13,6,8,SCLSU Mud Dogs,jbray5,3051738,Marquez Valdes-Scantling,WR,0,False
151,13,7,2,Zeke -A Virus,Burns1981,3128721,Sony Michel,,0,False
152,13,8,10,Maitland Tiburon,espnfan1709357526,4426388,Jameson Williams,WR,0,False
153,13,9,4,BUT kicKERs,Josh Swing,3055899,Harrison Butker,K,0,False
154,13,10,11,Dez (Bryant) Nuts,Gtgilbert88,-16011,Colts D/ST,,0,False
155,13,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,-16009,Packers D/ST,,0,False
156,13,12,1,T's Diddy ,cjhubauer,4383351,Trey Lance,,0,False
157,14,1,1,T's Diddy ,cjhubauer,3051909,Daniel Carlson,K,0,False
158,14,2,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,3128724,Isaiah McKenzie,WR,0,False
159,14,3,11,Dez (Bryant) Nuts,Gtgilbert88,12731,Ryan Succop,K,0,False
160,14,4,4,BUT kicKERs,Josh Swing,4241479,Tua Tagovailoa,QB,0,False
161,14,5,10,Maitland Tiburon,espnfan1709357526,2980453,Jamaal Williams,RB,0,False
162,14,6,2,Zeke -A Virus,Burns1981,16733,Odell Beckham Jr.,,0,False
163,14,7,8,SCLSU Mud Dogs,jbray5,3046439,Hunter Henry,,0,False
164,14,8,12,Rule  #76,dcputman,16757,Derek Carr,,0,False
165,14,9,13,Christopher's Kryptonite ,tcspivey8,-16007,Broncos D/ST,D/ST,0,False
166,14,10,3,Jim Ward's Ole Dick Necks,Henry Munford,14880,Kirk Cousins,QB,0,False
167,14,11,5,COD Lobby Kyler,payton9218600,2510863,Eric Kendricks,,0,False
168,14,12,9,TBD TBD,wdsx5,14053,Randall Cobb,,0,False
169,15,1,9,TBD TBD,wdsx5,4241464,Mac Jones,,0,False
170,15,2,5,COD Lobby Kyler,payton9218600,3049899,Younghoe Koo,,0,False
171,15,3,3,Jim Ward's Ole Dick Necks,Henry Munford,-16023,Steelers D/ST,D/ST,0,False
172,15,4,13,Christopher's Kryptonite ,tcspivey8,4426354,George Pickens,,0,False
173,15,5,12,Rule  #76,dcputman,-16014,Rams D/ST,D/ST,0,False
174,15,6,8,SCLSU Mud Dogs,jbray5,-16017,Patriots D/ST,D/ST,0,False
175,15,7,2,Zeke -A Virus,Burns1981,4036348,Michael Gallup,WR,0,False
176,15,8,10,Maitland Tiburon,espnfan1709357526,2576414,Raheem Mostert,RB,0,False
177,15,9,4,BUT kicKERs,Josh Swing,4360078,Alec Pierce,,0,False
178,15,10,11,Dez (Bryant) Nuts,Gtgilbert88,3046779,Jared Goff,QB,0,False
179,15,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,4362887,Justin Fields,,0,False
180,15,12,1,T's Diddy ,cjhubauer,-16006,Cowboys D/ST,D/ST,0,False
181,16,1,1,T's Diddy ,cjhubauer,4697815,Rachaad White,RB,0,False
182,16,2,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,3115378,Russell Gage,,0,False
183,16,3,11,Dez (Bryant) Nuts,Gtgilbert88,4258595,Cole Kmet,TE,0,False
184,16,4,4,BUT kicKERs,Josh Swing,4361432,Romeo Doubs,,0,False
185,16,5,10,Maitland Tiburon,espnfan1709357526,4372485,Rondale Moore,,0,False
186,16,6,2,Zeke -A Virus,Burns1981,2969939,Jameis Winston,,0,False
187,16,7,8,SCLSU Mud Dogs,jbray5,4035115,Albert Okwuegbunam,,0,False
188,16,8,12,Rule  #76,dcputman,4371733,Kenneth Gainwell,,0,False
189,16,9,13,Christopher's Kryptonite ,tcspivey8,15091,Randy Bullock,,0,False
190,16,10,3,Jim Ward's Ole Dick Necks,Henry Munford,2985659,Wil Lutz,,0,False
191,16,11,5,COD Lobby Kyler,payton9218600,3025433,Mike Davis,,0,False
192,16,12,9,TBD TBD,wdsx5,4036131,Noah Fant,TE,0,False
193,17,1,9,TBD TBD,wdsx5,15826,Giovani Bernard,,0,False
194,17,2,5,COD Lobby Kyler,payton9218600,3930066,Van Jefferson,WR,0,False
195,17,3,3,Jim Ward's Ole Dick Necks,Henry Munford,16710,Khalil Mack,,0,False
196,17,4,13,Christopher's Kryptonite ,tcspivey8,4361529,Isiah Pacheco,RB,0,False
197,17,5,12,Rule  #76,dcputman,3915165,Rodrigo Blankenship,,0,False
198,17,6,8,SCLSU Mud Dogs,jbray5,11122,Matt Prater,,0,False
199,17,7,2,Zeke -A Virus,Burns1981,3051389,Joey Bosa,,0,False
200,17,8,10,Maitland Tiburon,espnfan1709357526,3886598,Jauan Jennings,,0,False
201,17,9,4,BUT kicKERs,Josh Swing,3125116,D'Onta Foreman,RB,0,False
202,17,10,11,Dez (Bryant) Nuts,Gtgilbert88,4361409,Jahan Dotson,WR,0,False
203,17,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,2975674,Robert Tonyan,,0,False
204,17,12,1,T's Diddy ,cjhubauer,3043275,Austin Hooper,,0,False
