overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
1,1,1,9,TBD TBD,wdsx5,3116593,Dalvin Cook,RB,0,False
2,1,2,5,COD Lobby Kyler,payton9218600,4242335,Jonathan Taylor,RB,0,False
3,1,3,3,Jim Ward's Ole Dick Necks,Henry Munford,3068267,Austin Ekeler,RB,0,False
4,1,4,13,Christopher's Kryptonite ,tcspivey8,2977187,Cooper Kupp,WR,0,False
5,1,5,12,Rule  #76,dcputman,4241457,Najee Harris,RB,0,False
6,1,6,8,SCLSU Mud Dogs,jbray5,3043078,Derrick Henry,RB,0,False
7,1,7,2,Zeke -A Virus,Burns1981,3929630,Saquon Barkley,RB,0,False
8,1,8,10,Maitland Tiburon,espnfan1709357526,4262921,Justin Jefferson,WR,0,False
9,1,9,4,BUT kicKERs,Josh Swing,3117251,Christian McCaffrey,RB,0,False
10,1,10,11,Dez (Bryant) Nuts,Gtgilbert88,3116385,Joe Mixon,RB,0,False
11,1,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,4259545,D'Andre Swift,RB,0,False
12,1,12,1,T's Diddy ,cjhubauer,4362628,Ja'Marr Chase,WR,0,False
13,2,1,1,T's Diddy ,cjhubauer,2976212,Stefon Diggs,WR,0,False
14,2,2,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,15847,Travis Kelce,TE,0,False
15,2,3,11,Dez (Bryant) Nuts,Gtgilbert88,3128720,Nick Chubb,RB,0,False
16,2,4,4,BUT kicKERs,Josh Swing,3116406,Tyreek Hill,WR,0,False
17,2,5,10,Maitland Tiburon,espnfan1709357526,4361579,Javonte Williams,,0,False
18,2,6,2,Zeke -A Virus,Burns1981,3051392,Ezekiel Elliott,RB,0,False
19,2,7,8,SCLSU Mud Dogs,jbray5,4241389,CeeDee Lamb,WR,0,False
20,2,8,12,Rule  #76,dcputman,3054850,Alvin Kamara,RB,0,False
21,2,9,13,Christopher's Kryptonite ,tcspivey8,3042519,Aaron Jones,RB,0,False
22,2,10,3,Jim Ward's Ole Dick Necks,Henry Munford,3126486,Deebo Samuel,WR,0,False
23,2,11,5,COD Lobby Kyler,payton9218600,15818,Keenan Allen,WR,0,False
24,2,12,9,TBD TBD,wdsx5,16800,Davante Adams,WR,0,False
25,3,1,9,TBD TBD,wdsx5,3045147,James Conner,RB,0,False
26,3,2,5,COD Lobby Kyler,payton9218600,4047365,Josh Jacobs,RB,0,False
27,3,3,3,Jim Ward's Ole Dick Necks,Henry Munford,4240021,Cam Akers,RB,0,False
28,3,4,13,Christopher's Kryptonite ,tcspivey8,3918298,Josh Allen,QB,0,False
29,3,5,12,Rule  #76,dcputman,4035687,Michael Pittman Jr.,WR,0,False
30,3,6,8,SCLSU Mud Dogs,jbray5,3116365,Mark Andrews,,0,False
31,3,7,2,Zeke -A Virus,Burns1981,3139477,Patrick Mahomes,QB,0,False
32,3,8,10,Maitland Tiburon,espnfan1709357526,4035538,David Montgomery,RB,0,False
33,3,9,4,BUT kicKERs,Josh Swing,3115364,Leonard Fournette,RB,0,False
34,3,10,11,Dez (Bryant) Nuts,Gtgilbert88,16737,Mike Evans,WR,0,False
35,3,11,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,4239993,Tee Higgins,WR,0,False
36,3,12,1,T's Diddy ,cjhubauer,4360248,Kyle Pitts,,0,False
37,4,1,1,T's Diddy ,cjhubauer,4239996,Travis Etienne Jr.,RB,0,False
38,4,2,6,SWIFT Kick In The Balls ,zwthomas89; zthoma7700709,3915416,DJ Moore,WR,0,False
