InjuryID,SeasonType,Season,Week,PlayerID,Name,Position,Number,Team,Opponent,BodyPart,Status,Practice,PracticeDescription,Updated,DeclaredInactive,TeamID,OpponentID
305755,1,2023,1,23358,Nicholas Petit-Frere,OL,78,TEN,NO,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,34,22
305741,1,2023,1,22693,Caleb Farley,CB,3,TEN,NO,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,34,22
305743,1,2023,1,22779,Shaka Toney,DE,58,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
305766,1,2023,1,23704,Drew White,LB,59,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
305836,1,2023,1,22393,David Bada,DT,64,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
306484,1,2023,1,24402,Braeden Daniels,OL,79,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
306039,1,2023,1,23616,Curtis Brooks,DT,68,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
306027,1,2023,1,23867,Armani Rogers,TE,88,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
306029,1,2023,1,19955,Troy Apke,CB,30,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
306524,1,2023,1,22572,Dax Milne,WR,15,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
306525,1,2023,1,23276,Phidarian Mathis,DT,98,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
306715,1,2023,1,17264,Efe Obada,DE,97,WAS,ARI,Scrambled,Scrambled,Scrambled,Scrambled,2023-09-10T12:55:13,True,35,1
