week,is_regular,team_id,team_name,points,opp_team_id,opp_team_name,is_bye,outcome
1,True,1,Show ME Your TD's,184.0,8,Team Ray,False,W
1,True,2,Team O'Dell,120.0,7,Team Merrill,False,L
1,True,3,Team Munford,181.0,6,Team Thomas,False,L
1,True,4,Yellow Egg Roll,114.0,5,Team Wester,False,L
1,True,5,Team Wester,225.0,4,Yellow Egg Roll,False,W
1,True,6,Team Thomas,236.0,3,Team Munford,False,W
1,True,7,Team Merrill,139.0,2,Team O'Dell,False,W
1,True,8,Team Ray,181.0,1,Show ME Your TD's,False,L
1,True,9,Danny Woodheads,214.0,14,Team O'Dell,False,W
1,True,10,High Noon,105.0,13,Shake Them Dreads,False,W
1,True,11,Peyton  Man-thing,179.0,12,Rule #76,False,L
1,True,12,Rule #76,203.0,11,Peyton  Man-thing,False,W
1,True,13,Shake Them Dreads,92.0,10,High Noon,False,L
1,True,14,Team O'Dell,147.0,9,Danny Woodheads,False,L
2,True,1,Show ME Your TD's,137.0,3,Team Munford,False,L
2,True,2,Team O'Dell,169.0,9,Danny Woodheads,False,L
2,True,3,Team Munford,148.0,1,Show ME Your TD's,False,W
2,True,4,Yellow Egg Roll,148.0,7,Team Merrill,False,L
2,True,5,Team Wester,182.0,6,Team Thomas,False,W
2,True,6,Team Thomas,169.0,5,Team Wester,False,L
2,True,7,Team Merrill,185.0,4,Yellow Egg Roll,False,W
2,True,8,Team Ray,230.0,10,High Noon,False,W
2,True,9,Danny Woodheads,188.0,2,Team O'Dell,False,W
2,True,10,High Noon,188.0,8,Team Ray,False,L
2,True,11,Peyton  Man-thing,121.0,14,Team O'Dell,False,W
2,True,12,Rule #76,149.0,13,Shake Them Dreads,False,W
2,True,13,Shake Them Dreads,144.0,12,Rule #76,False,L
2,True,14,Team O'Dell,110.0,11,Peyton  Man-thing,False,L
3,True,1,Show ME Your TD's,122.0,5,Team Wester,False,W
3,True,2,Team O'Dell,167.0,4,Yellow Egg Roll,False,W
3,True,3,Team Munford,143.0,10,High Noon,False,W
3,True,4,Yellow Egg Roll,98.0,2,Team O'Dell,False,L
3,True,5,Team Wester,120.0,1,Show ME Your TD's,False,L
3,True,6,Team Thomas,203.0,7,Team Merrill,False,W
3,True,7,Team Merrill,122.0,6,Team Thomas,False,L
3,True,8,Team Ray,192.0,12,Rule #76,False,W
3,True,9,Danny Woodheads,169.0,11,Peyton  Man-thing,False,L
3,True,10,High Noon,105.0,3,Team Munford,False,L
3,True,11,Peyton  Man-thing,189.0,9,Danny Woodheads,False,W
3,True,12,Rule #76,122.0,8,Team Ray,False,L
3,True,13,Shake Them Dreads,169.0,14,Team O'Dell,False,L
3,True,14,Team O'Dell,183.0,13,Shake Them Dreads,False,W
4,True,1,Show ME Your TD's,206.0,7,Team Merrill,False,W
4,True,2,Team O'Dell,170.0,6,Team Thomas,False,W
4,True,3,Team Munford,186.0,5,Team Wester,False,W
4,True,4,Yellow Egg Roll,128.0,11,Peyton  Man-thing,False,L
4,True,5,Team Wester,160.0,3,Team Munford,False,L
4,True,6,Team Thomas,137.0,2,Team O'Dell,False,L
4,True,7,Team Merrill,151.0,1,Show ME Your TD's,False,L
4,True,8,Team Ray,172.0,14,Team O'Dell,False,W
4,True,9,Danny Woodheads,163.0,13,Shake Them Dreads,False,L
4,True,10,High Noon,193.0,12,Rule #76,False,W
4,True,11,Peyton  Man-thing,206.0,4,Yellow Egg Roll,False,W
4,True,12,Rule #76,162.0,10,High Noon,False,L
4,True,13,Shake Them Dreads,175.0,9,Danny Woodheads,False,W
4,True,14,Team O'Dell,123.0,8,Team Ray,False,L
5,True,1,Show ME Your TD's,109.0,2,Team O'Dell,False,L
5,True,2,Team O'Dell,164.0,1,Show ME Your TD's,False,W
5,True,3,Team Munford,112.0,7,Team Merrill,False,L
5,True,4,Yellow Egg Roll,126.0,6,Team Thomas,False,L
5,True,5,Team Wester,171.0,12,Rule #76,False,L
5,True,6,Team Thomas,162.0,4,Yellow Egg Roll,False,W
5,True,7,Team Merrill,139.0,3,Team Munford,False,W
5,True,8,Team Ray,120.0,9,Danny Woodheads,False,L
5,True,9,Danny Woodheads,204.0,8,Team Ray,False,W
5,True,10,High Noon,191.0,14,Team O'Dell,False,W
5,True,11,Peyton  Man-thing,162.0,13,Shake Them Dreads,False,W
5,True,12,Rule #76,255.0,5,Team Wester,False,W
5,True,13,Shake Them Dreads,107.0,11,Peyton  Man-thing,False,L
5,True,14,Team O'Dell,108.0,10,High Noon,False,L
6,True,1,Show ME Your TD's,150.0,4,Yellow Egg Roll,False,L
6,True,2,Team O'Dell,144.0,3,Team Munford,False,L
6,True,3,Team Munford,175.0,2,Team O'Dell,False,W
6,True,4,Yellow Egg Roll,177.0,1,Show ME Your TD's,False,W
6,True,5,Team Wester,119.0,7,Team Merrill,False,L
6,True,6,Team Thomas,176.0,13,Shake Them Dreads,False,W
6,True,7,Team Merrill,187.0,5,Team Wester,False,W
6,True,8,Team Ray,163.0,11,Peyton  Man-thing,False,W
6,True,9,Danny Woodheads,131.0,10,High Noon,False,W
6,True,10,High Noon,100.0,9,Danny Woodheads,False,L
6,True,11,Peyton  Man-thing,144.0,8,Team Ray,False,L
6,True,12,Rule #76,151.0,14,Team O'Dell,False,L
6,True,13,Shake Them Dreads,132.0,6,Team Thomas,False,L
6,True,14,Team O'Dell,167.0,12,Rule #76,False,W
7,True,1,Show ME Your TD's,142.0,6,Team Thomas,False,L
7,True,2,Team O'Dell,173.0,5,Team Wester,False,W
7,True,3,Team Munford,156.0,4,Yellow Egg Roll,False,W
