overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
1,1,1,13,Rice Beater,tcspivey8,1428,Peyton Manning,QB,0,False
2,1,2,11,Peyton  Man-thing,Gtgilbert88,10452,Adrian Peterson,,0,False
3,1,3,2,Team O'Dell,jmodell10,8439,Aaron Rodgers,QB,0,False
4,1,4,9,Schaub on my Knob,crtaylor225,12514,LeSean McCoy,RB,0,False
5,1,5,12,Rule #76,dcputman,15848,Eddie Lacy,RB,0,False
6,1,6,3,Team Munford,Henry Munford,11307,Jamaal Charles,RB,0,False
7,1,7,10,High Noon,jtmurphree,11278,Matt Forte,RB,0,False
8,1,8,4,Team Cornelius,bcornelius2,2580,Drew Brees,QB,0,False
9,1,9,8,Beats by Ray,jbray5,13232,Jimmy Graham,TE,0,False
10,1,10,1,Jaquizz Onyourface,cjhubauer,10456,Marshawn Lynch,RB,0,False
11,1,11,5,And god said I  hate you Tebow,pwes58,10447,Calvin Johnson,WR,0,False
12,1,12,6,LUCK isonmyside,zwthomas89,12497,Arian Foster,RB,0,False
13,2,1,6,LUCK isonmyside,zwthomas89,13216,Demaryius Thomas,WR,0,False
14,2,2,5,And god said I  hate you Tebow,pwes58,14885,Doug Martin,RB,0,False
15,2,3,1,Jaquizz Onyourface,cjhubauer,13215,Dez Bryant,WR,0,False
16,2,4,8,Beats by Ray,jbray5,14874,Andrew Luck,QB,0,False
17,2,5,4,Team Cornelius,bcornelius2,14204,Julius Thomas,TE,0,False
18,2,6,10,High Noon,jtmurphree,13983,A.J. Green,WR,0,False
19,2,7,3,Team Munford,Henry Munford,13982,Julio Jones,WR,0,False
20,2,8,12,Rule #76,dcputman,15996,Zac Stacy,,0,False
21,2,9,9,Schaub on my Knob,crtaylor225,2330,Tom Brady,QB,0,False
22,2,10,2,Team O'Dell,jmodell10,9705,Brandon Marshall,WR,0,False
23,2,11,11,Peyton  Man-thing,Gtgilbert88,13994,Cam Newton,QB,0,False
24,2,12,13,Rice Beater,tcspivey8,11270,Jordy Nelson,WR,0,False
25,3,1,13,Rice Beater,tcspivey8,15825,Le'Veon Bell,RB,0,False
26,3,2,11,Peyton  Man-thing,Gtgilbert88,14005,DeMarco Murray,RB,0,False
27,3,3,2,Team O'Dell,jmodell10,9588,Reggie Bush,,0,False
