overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
120,10,12,11,ConcreteJungleWet DreamTomato,Gtgilbert88,4241985,J.K. Dobbins,RB,0,False
121,11,1,11,ConcreteJungleWet DreamTomato,Gtgilbert88,16733,Odell Beckham Jr.,,0,False
122,11,2,13,Christopher's Kryptonite ,tcspivey8,3050073,Foyesade Oluokun,,0,False
123,11,3,2,Pour One Out For Mahomies!!,Burns1981,3915189,Roquan Smith,LB,0,False
124,11,4,3,Jim Ward's Ole Dick Necks,Henry Munford,4241479,Tua Tagovailoa,,0,False
125,11,5,4,Injured Reserve ,Make Bama Champions Again,3124005,Zaire Franklin,LB,0,False
126,11,6,12,Rule  #76,dcputman,4432773,Brian Thomas Jr.,WR,0,False
127,11,7,9,Men of Will,wdsx5,4430034,Xavier Legette,WR,0,False
128,11,8,6,Thom-ASS,zwthomas89; zthoma7700709,3117253,Bobby Okereke,,0,False
129,11,9,1,Too Much Bama In Me ,cjhubauer,8439,Aaron Rodgers,QB,0,False
130,11,10,8,SCLSU Mud Dogs,jbray5,4426348,Jayden Daniels,QB,0,False
131,11,11,10,LaPorta Potty,espnfan1709357526,4242433,Joshua Palmer,,0,False
132,11,12,5,Jones in for a Repeat,payton9218600,3138826,Fred Warner,,0,False
133,12,1,5,Jones in for a Repeat,payton9218600,4243537,Gabe Davis,,0,False
134,12,2,10,LaPorta Potty,espnfan1709357526,4362851,Ernest Jones IV,LB,0,False
135,12,3,8,SCLSU Mud Dogs,jbray5,4426385,Zach Charbonnet,RB,0,False
136,12,4,1,Too Much Bama In Me ,cjhubauer,3046779,Jared Goff,QB,0,False
137,12,5,6,Thom-ASS,zwthomas89; zthoma7700709,-16005,Browns D/ST,,0,False
138,12,6,9,Men of Will,wdsx5,-16006,Cowboys D/ST,,0,False
139,12,7,12,Rule  #76,dcputman,15683,Justin Tucker,,0,False
140,12,8,4,Injured Reserve ,Make Bama Champions Again,4242431,Ty Chandler,RB,0,False
141,12,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4040655,Darnell Mooney,WR,0,False
142,12,10,2,Pour One Out For Mahomies!!,Burns1981,-16020,Jets D/ST,,0,False
143,12,11,13,Christopher's Kryptonite ,tcspivey8,4429275,Trey Benson,RB,0,False
144,12,12,11,ConcreteJungleWet DreamTomato,Gtgilbert88,-16025,49ers D/ST,D/ST,0,False
145,13,1,11,ConcreteJungleWet DreamTomato,Gtgilbert88,3916655,Maxx Crosby,,0,False
146,13,2,13,Christopher's Kryptonite ,tcspivey8,4360516,Tyrone Tracy Jr.,RB,0,False
147,13,3,2,Pour One Out For Mahomies!!,Burns1981,4431452,Drake Maye,,0,False
148,13,4,3,Jim Ward's Ole Dick Necks,Henry Munford,16731,Brandin Cooks,WR,0,False
149,13,5,4,Injured Reserve ,Make Bama Champions Again,-16033,Ravens D/ST,D/ST,0,False
150,13,6,12,Rule  #76,dcputman,4241463,Jerry Jeudy,WR,0,False
151,13,7,9,Men of Will,wdsx5,3055899,Harrison Butker,,0,False
152,13,8,6,Thom-ASS,zwthomas89; zthoma7700709,14880,Kirk Cousins,,0,False
153,13,9,1,Too Much Bama In Me ,cjhubauer,3919117,Azeez Al-Shaair,,0,False
154,13,10,8,SCLSU Mud Dogs,jbray5,3121544,T.J. Edwards,LB,0,False
155,13,11,10,LaPorta Potty,espnfan1709357526,4361432,Romeo Doubs,,0,False
156,13,12,5,Jones in for a Repeat,payton9218600,3918639,Gerald Everett,,0,False
157,14,1,5,Jones in for a Repeat,payton9218600,-16019,Giants D/ST,,0,False
158,14,2,10,LaPorta Potty,espnfan1709357526,3050478,Jake Elliott,,0,False
159,14,3,8,SCLSU Mud Dogs,jbray5,4360294,Antonio Gibson,,0,False
160,14,4,1,Too Much Bama In Me ,cjhubauer,4373678,Khalil Shakir,WR,0,False
161,14,5,6,Thom-ASS,zwthomas89; zthoma7700709,3953687,Brandon Aubrey,K,0,False
162,14,6,9,Men of Will,wdsx5,2612151,Alex Singleton,,0,False
163,14,7,12,Rule  #76,dcputman,4036133,T.J. Hockenson,TE,0,False
164,14,8,4,Injured Reserve ,Make Bama Champions Again,3122840,Deshaun Watson,,0,False
165,14,9,3,Jim Ward's Ole Dick Necks,Henry Munford,2971573,Ka'imi Fairbairn,K,0,False
166,14,10,2,Pour One Out For Mahomies!!,Burns1981,14993,Greg Zuerlein,,0,False
167,14,11,13,Christopher's Kryptonite ,tcspivey8,3124679,Jason Sanders,K,0,False
168,14,12,11,ConcreteJungleWet DreamTomato,Gtgilbert88,4360234,Evan McPherson,,0,False
169,15,1,11,ConcreteJungleWet DreamTomato,Gtgilbert88,4360238,Dameon Pierce,,0,False
170,15,2,13,Christopher's Kryptonite ,tcspivey8,-16002,Bills D/ST,D/ST,0,False
171,15,3,2,Pour One Out For Mahomies!!,Burns1981,2577327,Tyler Lockett,,0,False
172,15,4,3,Jim Ward's Ole Dick Necks,Henry Munford,3117256,Dalton Schultz,,0,False
173,15,5,4,Injured Reserve ,Make Bama Champions Again,3916433,Jakobi Meyers,WR,0,False
174,15,6,12,Rule  #76,dcputman,12483,Matthew Stafford,QB,0,False
175,15,7,9,Men of Will,wdsx5,2468609,Taysom Hill,TE,0,False
176,15,8,6,Thom-ASS,zwthomas89; zthoma7700709,4429023,MarShawn Lloyd,,0,False
177,15,9,1,Too Much Bama In Me ,cjhubauer,4372066,Jake Moody,K,0,False
178,15,10,8,SCLSU Mud Dogs,jbray5,4241372,Hollywood Brown,WR,0,False
179,15,11,10,LaPorta Potty,espnfan1709357526,4599739,Kendre Miller,RB,0,False
180,15,12,5,Jones in for a Repeat,payton9218600,4360078,Alec Pierce,WR,0,False
181,16,1,5,Jones in for a Repeat,payton9218600,4240600,Kadarius Toney,,0,False
182,16,2,10,LaPorta Potty,espnfan1709357526,4361411,Pat Freiermuth,TE,0,False
183,16,3,8,SCLSU Mud Dogs,jbray5,-16012,Chiefs D/ST,,0,False
184,16,4,1,Too Much Bama In Me ,cjhubauer,-16023,Steelers D/ST,D/ST,0,False
185,16,5,6,Thom-ASS,zwthomas89; zthoma7700709,4258595,Cole Kmet,TE,0,False
186,16,6,9,Men of Will,wdsx5,4722893,Jaleel McLaughlin,,0,False
187,16,7,12,Rule  #76,dcputman,-16008,Lions D/ST,D/ST,0,False
188,16,8,4,Injured Reserve ,Make Bama Champions Again,3049899,Younghoe Koo,,0,False
189,16,9,3,Jim Ward's Ole Dick Necks,Henry Munford,-16018,Saints D/ST,,0,False
190,16,10,2,Pour One Out For Mahomies!!,Burns1981,4241555,Elijah Mitchell,,0,False
191,16,11,13,Christopher's Kryptonite ,tcspivey8,4361418,Will Levis,,0,False
192,16,12,11,ConcreteJungleWet DreamTomato,Gtgilbert88,4426338,Bo Nix,QB,0,False
193,17,1,11,ConcreteJungleWet DreamTomato,Gtgilbert88,3120348,JuJu Smith-Schuster,,0,False
194,17,2,13,Christopher's Kryptonite ,tcspivey8,3054212,Jonnu Smith,TE,0,False
195,17,3,2,Pour One Out For Mahomies!!,Burns1981,16460,Adam Thielen,WR,0,False
196,17,4,3,Jim Ward's Ole Dick Necks,Henry Munford,-1,,,0,False
197,17,5,4,Injured Reserve ,Make Bama Champions Again,3915486,Tyler Conklin,,0,False
198,17,6,12,Rule  #76,dcputman,4242207,Patrick Queen,,0,False
199,17,7,9,Men of Will,wdsx5,4686472,Marvin Mims Jr.,,0,False
200,17,8,6,Thom-ASS,zwthomas89; zthoma7700709,4428209,Ricky Pearsall,,0,False
201,17,9,1,Too Much Bama In Me ,cjhubauer,4360635,Chig Okonkwo,TE,0,False
202,17,10,8,SCLSU Mud Dogs,jbray5,3917232,Tyler Bass,K,0,False
203,17,11,10,LaPorta Potty,espnfan1709357526,4682745,Jaylen Wright,,0,False
204,17,12,5,Jones in for a Repeat,payton9218600,4692590,Jalin Hyatt,,0,False
