week,is_playoff,team_id,team_name,player_id,player_name,position,slot,started,points,projected_points,on_bye
1,False,5,Jones in for a Repeat,4362759,Nick Bolton,LB,DP,True,7.0,9.56,False
1,False,5,Jones in for a Repeat,-16003,Bears D/ST,D/ST,D/ST,True,26.0,7.38,False
1,False,5,Jones in for a Repeat,3116164,Mike Gesicki,TE,BE,False,3.3,4.62,False
1,False,1,Too Much Bama In Me ,4569618,Garrett Wilson,WR,WR,True,9.0,13.73,False
1,False,1,Too Much Bama In Me ,4429795,Jahmyr Gibbs,RB,RB,True,15.4,14.84,False
1,False,1,Too Much Bama In Me ,4035687,Michael Pittman Jr.,WR,WR,True,5.1,12.21,False
1,False,1,Too Much Bama In Me ,4047365,Josh Jacobs,RB,RB,True,11.4,14.29,False
1,False,1,Too Much Bama In Me ,4426354,George Pickens,WR,RB/WR/TE,True,10.5,10.69,False
1,False,1,Too Much Bama In Me ,4361307,Trey McBride,TE,TE,True,5.5,9.64,False
1,False,1,Too Much Bama In Me ,3932905,Diontae Johnson,WR,BE,False,2.9,11.0,False
1,False,1,Too Much Bama In Me ,4040761,Devin Singletary,RB,BE,False,7.2,10.83,False
1,False,1,Too Much Bama In Me ,3051926,Gus Edwards,RB,BE,False,3.3,9.05,False
1,False,1,Too Much Bama In Me ,4426388,Jameson Williams,WR,BE,False,21.9,8.87,False
1,False,1,Too Much Bama In Me ,8439,Aaron Rodgers,QB,BE,False,8.58,16.17,False
1,False,1,Too Much Bama In Me ,3046779,Jared Goff,QB,QB,True,11.38,16.92,False
1,False,1,Too Much Bama In Me ,3919117,Azeez Al-Shaair,LB,DP,True,5.0,9.69,False
1,False,1,Too Much Bama In Me ,4373678,Khalil Shakir,WR,BE,False,11.7,7.62,False
1,False,1,Too Much Bama In Me ,4372066,Jake Moody,K,K,True,26.0,7.91,False
1,False,1,Too Much Bama In Me ,4360635,Chig Okonkwo,TE,BE,False,10.5,6.22,False
1,False,1,Too Much Bama In Me ,-16016,Vikings D/ST,D/ST,D/ST,True,21.0,7.85,False
1,False,9,Men of Will,4262921,Justin Jefferson,WR,WR,True,13.9,14.82,False
1,False,9,Men of Will,4426515,Puka Nacua,WR,WR,True,6.2,14.14,False
1,False,9,Men of Will,3916387,Lamar Jackson,QB,QB,True,25.12,20.23,False
1,False,9,Men of Will,4047650,DK Metcalf,WR,RB/WR/TE,True,4.4,11.86,False
1,False,9,Men of Will,4360248,Kyle Pitts,TE,TE,True,10.1,8.49,False
1,False,9,Men of Will,4241474,Brian Robinson Jr.,RB,RB,True,16.4,10.65,False
1,False,9,Men of Will,4241457,Najee Harris,RB,RB,True,8.4,10.44,False
1,False,9,Men of Will,3051392,Ezekiel Elliott,RB,BE,False,11.9,8.73,False
1,False,9,Men of Will,4248528,Christian Watson,WR,BE,False,8.8,10.57,False
1,False,9,Men of Will,4038941,Justin Herbert,QB,BE,False,10.36,17.1,False
1,False,9,Men of Will,4430034,Xavier Legette,WR,BE,False,5.5,3.59,False
1,False,9,Men of Will,-16006,Cowboys D/ST,D/ST,D/ST,True,19.0,6.94,False
1,False,9,Men of Will,3055899,Harrison Butker,K,K,True,9.0,8.4,False
1,False,9,Men of Will,2612151,Alex Singleton,LB,DP,True,11.0,9.97,False
1,False,9,Men of Will,2468609,Taysom Hill,TE,BE,False,4.1,6.46,False
1,False,9,Men of Will,4722893,Jaleel McLaughlin,RB,BE,False,3.3,6.78,False
1,False,9,Men of Will,4686472,Marvin Mims Jr.,WR,BE,False,0.0,5.37,False
1,False,3,Jim Ward's Ole Dick Necks,4241389,CeeDee Lamb,WR,WR,True,11.1,16.48,False
1,False,3,Jim Ward's Ole Dick Necks,4361529,Isiah Pacheco,RB,RB,True,14.8,13.63,False
1,False,3,Jim Ward's Ole Dick Necks,4697815,Rachaad White,RB,RB,True,13.6,15.36,False
1,False,3,Jim Ward's Ole Dick Necks,2977187,Cooper Kupp,WR,WR,True,25.0,12.07,False
1,False,3,Jim Ward's Ole Dick Necks,4432577,C.J. Stroud,QB,QB,True,18.66,19.17,False
1,False,3,Jim Ward's Ole Dick Necks,4428331,Rashee Rice,WR,RB/WR/TE,True,14.8,11.47,False
1,False,3,Jim Ward's Ole Dick Necks,3068267,Austin Ekeler,RB,BE,False,8.2,10.32,False
1,False,3,Jim Ward's Ole Dick Necks,3040151,George Kittle,TE,TE,True,6.0,9.26,False
1,False,3,Jim Ward's Ole Dick Necks,4372019,Jerome Ford,RB,BE,False,15.9,10.58,False
1,False,3,Jim Ward's Ole Dick Necks,4373626,Tyler Allgeier,RB,BE,False,2.1,6.8,False
1,False,3,Jim Ward's Ole Dick Necks,4241479,Tua Tagovailoa,QB,BE,False,18.62,15.35,False
1,False,3,Jim Ward's Ole Dick Necks,4040655,Darnell Mooney,WR,BE,False,2.0,8.63,False
1,False,3,Jim Ward's Ole Dick Necks,16731,Brandin Cooks,WR,BE,False,12.5,7.42,False
1,False,3,Jim Ward's Ole Dick Necks,2971573,Ka'imi Fairbairn,K,K,True,17.0,8.34,False
1,False,3,Jim Ward's Ole Dick Necks,3117256,Dalton Schultz,TE,BE,False,3.1,7.35,False
1,False,3,Jim Ward's Ole Dick Necks,-16018,Saints D/ST,D/ST,D/ST,True,16.0,7.24,False
1,False,3,Jim Ward's Ole Dick Necks,14979,Bobby Wagner,LB,DP,True,10.0,9.78,False
1,False,2,Pour One Out For Mahomies!!,3918298,Josh Allen,QB,QB,True,31.18,23.63,False
1,False,2,Pour One Out For Mahomies!!,4239996,Travis Etienne Jr.,RB,RB,True,10.9,12.64,False
1,False,2,Pour One Out For Mahomies!!,4258173,Nico Collins,WR,WR,True,14.7,12.06,False
1,False,2,Pour One Out For Mahomies!!,4569173,Rhamondre Stevenson,RB,RB,True,20.1,11.43,False
1,False,2,Pour One Out For Mahomies!!,2976212,Stefon Diggs,WR,WR,True,18.9,11.6,False
1,False,2,Pour One Out For Mahomies!!,3051876,Evan Engram,TE,TE,True,1.0,9.06,False
1,False,2,Pour One Out For Mahomies!!,4612826,Ladd McConkey,WR,BE,False,12.4,8.9,False
1,False,2,Pour One Out For Mahomies!!,4683062,Xavier Worthy,WR,RB/WR/TE,True,19.8,9.51,False
1,False,2,Pour One Out For Mahomies!!,3128720,Nick Chubb,RB,BE,False,0.0,0.0,False
1,False,2,Pour One Out For Mahomies!!,4032473,Rashid Shaheed,WR,BE,False,14.8,7.78,False
1,False,2,Pour One Out For Mahomies!!,3915189,Roquan Smith,LB,DP,True,9.0,9.91,False
1,False,2,Pour One Out For Mahomies!!,-16020,Jets D/ST,D/ST,D/ST,True,-1.0,3.85,False
1,False,2,Pour One Out For Mahomies!!,4431452,Drake Maye,QB,BE,False,0.0,0.0,False
1,False,2,Pour One Out For Mahomies!!,14993,Greg Zuerlein,K,K,True,1.0,7.86,False
1,False,2,Pour One Out For Mahomies!!,2577327,Tyler Lockett,WR,BE,False,10.7,9.04,False
1,False,2,Pour One Out For Mahomies!!,4241555,Elijah Mitchell,RB,IR,False,0.0,0.0,False
1,False,2,Pour One Out For Mahomies!!,16460,Adam Thielen,WR,BE,False,7.4,8.71,False
1,False,11,ConcreteJungleWet DreamTomato,4430807,Bijan Robinson,RB,RB,True,13.6,16.34,False
1,False,11,ConcreteJungleWet DreamTomato,16800,Davante Adams,WR,WR,True,8.4,13.36,False
1,False,11,ConcreteJungleWet DreamTomato,4040715,Jalen Hurts,QB,QB,True,16.42,21.2,False
1,False,11,ConcreteJungleWet DreamTomato,4595348,Malik Nabers,WR,WR,True,9.1,11.43,False
1,False,11,ConcreteJungleWet DreamTomato,3116365,Mark Andrews,TE,TE,True,2.4,10.64,False
1,False,11,ConcreteJungleWet DreamTomato,3116165,Chris Godwin,WR,RB/WR/TE,True,18.3,11.37,False
1,False,11,ConcreteJungleWet DreamTomato,4361579,Javonte Williams,RB,RB,True,2.8,10.63,False
1,False,11,ConcreteJungleWet DreamTomato,4428557,Tyjae Spears,RB,BE,False,5.2,9.13,False
1,False,11,ConcreteJungleWet DreamTomato,4635008,Keon Coleman,WR,BE,False,7.1,9.69,False
1,False,11,ConcreteJungleWet DreamTomato,4241985,J.K. Dobbins,RB,BE,False,21.4,10.59,False
1,False,11,ConcreteJungleWet DreamTomato,16733,Odell Beckham Jr.,WR,IR,False,0.0,0.0,False
1,False,11,ConcreteJungleWet DreamTomato,-16025,49ers D/ST,D/ST,D/ST,True,7.0,5.75,False
1,False,11,ConcreteJungleWet DreamTomato,3916655,Maxx Crosby,DE,DP,True,7.0,6.44,False
1,False,11,ConcreteJungleWet DreamTomato,4360234,Evan McPherson,K,K,True,6.0,8.35,False
1,False,11,ConcreteJungleWet DreamTomato,4360238,Dameon Pierce,RB,BE,False,1.6,2.76,False
1,False,11,ConcreteJungleWet DreamTomato,4426338,Bo Nix,QB,BE,False,11.02,13.09,False
1,False,11,ConcreteJungleWet DreamTomato,3120348,JuJu Smith-Schuster,WR,BE,False,0.0,1.81,False
1,False,11,ConcreteJungleWet DreamTomato,4259166,Terrel Bernard,LB,BE,False,11.0,9.29,False
1,False,8,SCLSU Mud Dogs,4427366,Breece Hall,RB,RB,True,15.8,15.54,False
1,False,8,SCLSU Mud Dogs,4426502,Drake London,WR,WR,True,2.5,11.63,False
1,False,8,SCLSU Mud Dogs,4361370,Chris Olave,WR,WR,True,2.1,13.47,False
1,False,8,SCLSU Mud Dogs,4429084,Anthony Richardson,QB,QB,True,26.08,19.14,False
1,False,8,SCLSU Mud Dogs,4361777,Zamir White,RB,RB/WR/TE,True,3.6,12.04,False
1,False,8,SCLSU Mud Dogs,4035538,David Montgomery,RB,RB,True,15.8,12.06,False
1,False,8,SCLSU Mud Dogs,4239993,Tee Higgins,WR,BE,False,0.0,0.0,False
1,False,8,SCLSU Mud Dogs,4362249,Jayden Reed,WR,BE,False,31.1,9.8,False
1,False,8,SCLSU Mud Dogs,4432665,Brock Bowers,TE,TE,True,8.8,7.89,False
1,False,8,SCLSU Mud Dogs,4429096,Blake Corum,RB,BE,False,1.0,5.28,False
1,False,8,SCLSU Mud Dogs,4426348,Jayden Daniels,QB,BE,False,28.16,17.82,False
1,False,8,SCLSU Mud Dogs,4426385,Zach Charbonnet,RB,BE,False,12.1,7.73,False
1,False,8,SCLSU Mud Dogs,3121544,T.J. Edwards,LB,DP,True,17.0,9.47,False
1,False,8,SCLSU Mud Dogs,4241372,Hollywood Brown,WR,BE,False,0.0,0.0,False
1,False,8,SCLSU Mud Dogs,-16012,Chiefs D/ST,D/ST,BE,False,-2.0,5.25,False
1,False,8,SCLSU Mud Dogs,3917232,Tyler Bass,K,K,True,10.0,8.04,False
1,False,8,SCLSU Mud Dogs,-16015,Dolphins D/ST,D/ST,D/ST,True,8.0,6.88,False
1,False,12,Rule  #76,3116406,Tyreek Hill,WR,WR,True,22.5,16.23,False
1,False,12,Rule  #76,4432708,Marvin Harrison Jr.,WR,WR,True,0.9,12.63,False
1,False,12,Rule  #76,4379399,James Cook,RB,RB,True,11.8,15.64,False
1,False,12,Rule  #76,4241478,DeVonta Smith,WR,RB/WR/TE,True,12.9,11.82,False
1,False,12,Rule  #76,4385690,Dalton Kincaid,TE,TE,True,1.6,9.17,False
1,False,12,Rule  #76,3917315,Kyler Murray,QB,QB,True,14.18,17.89,False
1,False,12,Rule  #76,4569987,Jaylen Warren,RB,BE,False,3.0,8.45,False
1,False,12,Rule  #76,4678008,Jonathon Brooks,RB,IR,False,0.0,0.0,False
1,False,12,Rule  #76,4035676,Zack Moss,RB,RB,True,14.1,9.83,False
1,False,12,Rule  #76,4038815,Rico Dowdle,RB,BE,False,3.7,6.03,False
1,False,12,Rule  #76,4432773,Brian Thomas Jr.,WR,BE,False,12.7,8.93,False
1,False,12,Rule  #76,15683,Justin Tucker,K,K,True,7.0,8.23,False
1,False,12,Rule  #76,4241463,Jerry Jeudy,WR,BE,False,10.0,9.34,False
1,False,12,Rule  #76,4036133,T.J. Hockenson,TE,BE,False,0.0,0.0,False
1,False,12,Rule  #76,12483,Matthew Stafford,QB,BE,False,14.68,16.24,False
1,False,12,Rule  #76,4242207,Patrick Queen,LB,DP,True,2.0,8.23,False
1,False,12,Rule  #76,-16004,Bengals D/ST,D/ST,D/ST,True,4.0,7.86,False
1,False,12,Rule  #76,3116593,Dalvin Cook,RB,BE,False,0.0,0.0,False
1,False,4,Injured Reserve ,3117251,Christian McCaffrey,RB,IR,False,0.0,0.0,False
1,False,4,Injured Reserve ,3116385,Joe Mixon,RB,RB,True,25.3,14.74,False
1,False,4,Injured Reserve ,4372016,Jaylen Waddle,WR,WR,True,13.7,11.22,False
1,False,4,Injured Reserve ,4360438,Brandon Aiyuk,WR,WR,True,3.8,11.18,False
1,False,4,Injured Reserve ,3915416,DJ Moore,WR,RB/WR/TE,True,7.5,11.32,False
1,False,4,Injured Reserve ,3915511,Joe Burrow,QB,QB,True,8.06,19.22,False
1,False,4,Injured Reserve ,4366031,Tank Dell,WR,BE,False,7.4,11.2,False
1,False,4,Injured Reserve ,3123076,David Njoku,TE,TE,True,7.4,8.87,False
1,False,4,Injured Reserve ,4362238,Chase Brown,RB,BE,False,3.8,10.08,False
1,False,4,Injured Reserve ,4429205,Jordan Addison,WR,BE,False,5.0,9.57,False
1,False,4,Injured Reserve ,3124005,Zaire Franklin,LB,DP,True,8.0,10.48,False
1,False,4,Injured Reserve ,4242431,Ty Chandler,RB,BE,False,5.7,8.32,False
1,False,4,Injured Reserve ,-16033,Ravens D/ST,D/ST,BE,False,3.0,3.77,False
1,False,4,Injured Reserve ,3916433,Jakobi Meyers,WR,BE,False,7.9,8.88,False
1,False,4,Injured Reserve ,3049899,Younghoe Koo,K,K,True,4.0,7.8,False
1,False,4,Injured Reserve ,3915486,Tyler Conklin,TE,BE,False,1.1,6.76,False
1,False,4,Injured Reserve ,-16001,Falcons D/ST,D/ST,D/ST,True,4.0,7.57,False
1,False,4,Injured Reserve ,16002,Kyle Juszczyk,RB,RB,True,5.0,1.3,False
2,False,10,LaPorta Potty,4242335,Jonathan Taylor,RB,RB,True,14.5,17.58,False
2,False,10,LaPorta Potty,3043078,Derrick Henry,RB,RB,True,16.1,15.65,False
2,False,10,LaPorta Potty,4429160,De'Von Achane,RB,RB/WR/TE,True,26.0,15.07,False
2,False,10,LaPorta Potty,4430027,Sam LaPorta,TE,TE,True,2.3,11.01,False
2,False,10,LaPorta Potty,2976499,Amari Cooper,WR,WR,True,2.6,9.97,False
2,False,10,LaPorta Potty,2577417,Dak Prescott,QB,QB,True,13.92,17.18,False
2,False,10,LaPorta Potty,3121422,Terry McLaurin,WR,WR,True,5.2,9.75,False
2,False,10,LaPorta Potty,3916148,Tony Pollard,RB,BE,False,12.7,10.61,False
2,False,10,LaPorta Potty,4036378,Jordan Love,QB,BE,False,0.0,0.0,False
2,False,10,LaPorta Potty,3045138,Mike Williams,WR,BE,False,2.4,5.93,False
2,False,10,LaPorta Potty,4242433,Joshua Palmer,WR,BE,False,2.9,8.83,False
2,False,10,LaPorta Potty,4361432,Romeo Doubs,WR,BE,False,7.7,7.55,False
2,False,10,LaPorta Potty,3050478,Jake Elliott,K,K,True,7.0,8.53,False
2,False,10,LaPorta Potty,4599739,Kendre Miller,RB,IR,False,0.0,0.0,False
2,False,10,LaPorta Potty,4361411,Pat Freiermuth,TE,BE,False,5.9,6.23,False
2,False,10,LaPorta Potty,-16026,Seahawks D/ST,D/ST,D/ST,True,5.0,6.97,False
2,False,10,LaPorta Potty,3071353,E.J. Speed,LB,DP,True,12.0,9.94,False
2,False,10,LaPorta Potty,4569587,Wan'Dale Robinson,WR,BE,False,8.8,7.91,False
2,False,5,Jones in for a Repeat,4362628,Ja'Marr Chase,WR,WR,True,5.5,15.46,False
2,False,5,Jones in for a Repeat,3126486,Deebo Samuel Sr.,WR,WR,True,14.0,16.8,False
2,False,5,Jones in for a Repeat,4567048,Kenneth Walker III,RB,BE,False,0.0,0.0,False
2,False,5,Jones in for a Repeat,3042519,Aaron Jones,RB,RB,True,7.3,11.08,False
2,False,5,Jones in for a Repeat,2576414,Raheem Mostert,RB,BE,False,0.0,0.0,False
2,False,5,Jones in for a Repeat,15818,Keenan Allen,WR,BE,False,0.0,0.0,False
2,False,5,Jones in for a Repeat,3121023,Dallas Goedert,TE,TE,True,5.3,9.32,False
2,False,5,Jones in for a Repeat,4430878,Jaxon Smith-Njigba,WR,RB/WR/TE,True,17.7,8.89,False
2,False,5,Jones in for a Repeat,4431611,Caleb Williams,QB,QB,True,7.36,16.42,False
2,False,5,Jones in for a Repeat,3138826,Fred Warner,LB,DP,True,17.0,9.57,False
2,False,5,Jones in for a Repeat,4243537,Gabe Davis,WR,BE,False,5.8,8.37,False
2,False,5,Jones in for a Repeat,4689936,Jake Bates,K,K,True,10.0,8.28,False
2,False,5,Jones in for a Repeat,-16003,Bears D/ST,D/ST,D/ST,True,5.0,4.06,False
2,False,5,Jones in for a Repeat,3929645,Juwan Johnson,TE,BE,False,0.0,6.08,False
2,False,5,Jones in for a Repeat,3912547,Sam Darnold,QB,BE,False,20.92,13.66,False
2,False,5,Jones in for a Repeat,4048244,Alexander Mattison,RB,BE,False,6.1,7.09,False
2,False,5,Jones in for a Repeat,4045163,Miles Sanders,RB,RB,True,4.0,8.16,False
2,False,9,Men of Will,4262921,Justin Jefferson,WR,WR,True,21.3,14.98,False
2,False,9,Men of Will,4426515,Puka Nacua,WR,IR,False,0.0,0.0,False
2,False,9,Men of Will,3916387,Lamar Jackson,QB,QB,True,16.38,20.89,False
2,False,9,Men of Will,4047650,DK Metcalf,WR,WR,True,23.9,11.66,False
2,False,9,Men of Will,4360248,Kyle Pitts,TE,TE,True,3.5,9.62,False
2,False,9,Men of Will,4241474,Brian Robinson Jr.,RB,RB,True,14.1,13.42,False
2,False,9,Men of Will,4241457,Najee Harris,RB,RB,True,7.9,12.23,False
2,False,9,Men of Will,3051392,Ezekiel Elliott,RB,BE,False,5.2,9.51,False
2,False,9,Men of Will,4248528,Christian Watson,WR,BE,False,0.0,9.32,False
2,False,9,Men of Will,4038941,Justin Herbert,QB,BE,False,11.0,16.78,False
2,False,9,Men of Will,4430034,Xavier Legette,WR,BE,False,0.0,6.99,False
2,False,9,Men of Will,-16006,Cowboys D/ST,D/ST,D/ST,True,-1.0,6.95,False
2,False,9,Men of Will,3055899,Harrison Butker,K,K,True,10.0,8.61,False
2,False,9,Men of Will,2612151,Alex Singleton,LB,DP,True,12.0,11.54,False
2,False,9,Men of Will,2468609,Taysom Hill,TE,BE,False,2.4,5.32,False
2,False,9,Men of Will,4722893,Jaleel McLaughlin,RB,BE,False,1.6,9.46,False
2,False,9,Men of Will,3043116,Demarcus Robinson,WR,RB/WR/TE,True,6.0,8.54,False
2,False,6,Thom-ASS,3929630,Saquon Barkley,RB,RB,True,15.6,16.61,False
2,False,6,Thom-ASS,4047646,A.J. Brown,WR,BE,False,0.0,0.0,False
2,False,6,Thom-ASS,15847,Travis Kelce,TE,TE,True,1.1,10.91,False
2,False,6,Thom-ASS,3054850,Alvin Kamara,RB,RB,True,43.0,13.94,False
2,False,6,Thom-ASS,3925357,Calvin Ridley,WR,WR,True,22.7,11.52,False
2,False,6,Thom-ASS,4429615,Zay Flowers,WR,RB/WR/TE,True,18.6,11.86,False
2,False,6,Thom-ASS,4361741,Brock Purdy,QB,QB,True,14.96,18.03,False
2,False,6,Thom-ASS,3128429,Courtland Sutton,WR,WR,True,3.1,9.02,False
2,False,6,Thom-ASS,4241416,Chuba Hubbard,RB,BE,False,9.6,10.78,False
2,False,6,Thom-ASS,15795,DeAndre Hopkins,WR,BE,False,1.4,8.38,False
2,False,6,Thom-ASS,3117253,Bobby Okereke,LB,BE,False,10.0,9.9,False
2,False,6,Thom-ASS,-16005,Browns D/ST,D/ST,D/ST,True,9.0,6.65,False
2,False,6,Thom-ASS,14880,Kirk Cousins,QB,BE,False,17.54,16.84,False
2,False,6,Thom-ASS,3953687,Brandon Aubrey,K,K,True,17.0,8.17,False
2,False,6,Thom-ASS,4429023,MarShawn Lloyd,RB,BE,False,2.3,1.03,False
2,False,6,Thom-ASS,4258595,Cole Kmet,TE,BE,False,4.7,3.87,False
2,False,6,Thom-ASS,4428209,Ricky Pearsall,WR,IR,False,0.0,0.0,False
2,False,6,Thom-ASS,4379416,Quay Walker,LB,DP,True,6.0,9.92,False
2,False,1,Too Much Bama In Me ,4569618,Garrett Wilson,WR,WR,True,8.2,13.86,False
2,False,1,Too Much Bama In Me ,4429795,Jahmyr Gibbs,RB,RB,True,14.1,15.1,False
2,False,1,Too Much Bama In Me ,4035687,Michael Pittman Jr.,WR,WR,True,4.6,11.6,False
2,False,1,Too Much Bama In Me ,4047365,Josh Jacobs,RB,RB,True,13.1,13.45,False
2,False,1,Too Much Bama In Me ,4426354,George Pickens,WR,RB/WR/TE,True,3.9,10.33,False
2,False,1,Too Much Bama In Me ,4361307,Trey McBride,TE,TE,True,15.7,10.07,False
2,False,1,Too Much Bama In Me ,3932905,Diontae Johnson,WR,BE,False,4.0,9.48,False
2,False,1,Too Much Bama In Me ,4040761,Devin Singletary,RB,BE,False,14.0,11.88,False
2,False,1,Too Much Bama In Me ,3051926,Gus Edwards,RB,BE,False,5.9,8.92,False
2,False,1,Too Much Bama In Me ,4426388,Jameson Williams,WR,BE,False,12.9,10.25,False
2,False,1,Too Much Bama In Me ,3046779,Jared Goff,QB,BE,False,8.78,16.31,False
