week,is_regular,team_id,team_name,points,opp_team_id,opp_team_name,is_bye,outcome
1,True,1,Nico Suave,0.0,10,Silence of the Lamb,False,U
1,True,3,Jim Ward's Ole Dick Necks,0.0,8,SCLSU Mud Dogs,False,U
1,True,5,Flowers for Allgeiernon,0.0,14,Deston's Ride or Dies ,False,U
1,True,8,SCLSU Mud Dogs,0.0,3,Jim Ward's Ole Dick Necks,False,U
1,True,9,Men of Will,0.0,13,Christopher's Kryptonite ,False,U
1,True,10,Silence of the Lamb,0.0,1,Nico Suave,False,U
1,True,11,ConcreteJungleWet DreamTomato,0.0,12,Blake's Holographic Charizard,False,U
1,True,12,Blake's Holographic Charizard,0.0,11,ConcreteJungleWet DreamTomato,False,U
1,True,13,Christopher's Kryptonite ,0.0,9,Men of Will,False,U
1,True,14,Deston's Ride or Dies ,0.0,5,Flowers for Allgeiernon,False,U
2,True,1,Nico Suave,0.0,11,ConcreteJungleWet DreamTomato,False,U
2,True,3,Jim Ward's Ole Dick Necks,0.0,12,Blake's Holographic Charizard,False,U
2,True,5,Flowers for Allgeiernon,0.0,9,Men of Will,False,U
2,True,8,SCLSU Mud Dogs,0.0,14,Deston's Ride or Dies ,False,U
2,True,9,Men of Will,0.0,5,Flowers for Allgeiernon,False,U
2,True,10,Silence of the Lamb,0.0,13,Christopher's Kryptonite ,False,U
2,True,11,ConcreteJungleWet DreamTomato,0.0,1,Nico Suave,False,U
2,True,12,Blake's Holographic Charizard,0.0,3,Jim Ward's Ole Dick Necks,False,U
2,True,13,Christopher's Kryptonite ,0.0,10,Silence of the Lamb,False,U
2,True,14,Deston's Ride or Dies ,0.0,8,SCLSU Mud Dogs,False,U
3,True,1,Nico Suave,0.0,13,Christopher's Kryptonite ,False,U
3,True,3,Jim Ward's Ole Dick Necks,0.0,11,ConcreteJungleWet DreamTomato,False,U
3,True,5,Flowers for Allgeiernon,0.0,10,Silence of the Lamb,False,U
3,True,8,SCLSU Mud Dogs,0.0,9,Men of Will,False,U
3,True,9,Men of Will,0.0,8,SCLSU Mud Dogs,False,U
3,True,10,Silence of the Lamb,0.0,5,Flowers for Allgeiernon,False,U
