overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
37,4,1,10,Maitland Tiburon,ESPNFAN8507141670,15880,Robert Woods,WR,0,False
38,4,2,1,"Jim, Tannehill, Laundry ",cjhubauer,16799,Allen Robinson II,WR,0,False
39,4,3,12,Rule  #76,dcputman,4047646,A.J. Brown,WR,0,False
40,4,4,13,Kamara Virus,tcspivey8,3925357,Calvin Ridley,WR,0,False
41,4,5,2,Lamar  The Merrier!,Burns1981,2969962,Duke Johnson,,0,False
42,4,6,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3120348,JuJu Smith-Schuster,WR,0,False
43,4,7,8,SCLSU Mud Dogs,jbray5,15825,Le'Veon Bell,RB,0,False
44,4,8,11,Dez (Bryant) Nuts,Gtgilbert88,3059915,Kareem Hunt,RB,0,False
45,4,9,4,Thunder Thighs,Josh Swing,3115394,DJ Chark Jr.,WR,0,False
46,4,10,3,Jim Ward's Ole Dick Necks,Henry Munford,3115364,Leonard Fournette,RB,0,False
47,4,11,5,Russ Finna Cuck,payton9218600,2577327,Tyler Lockett,WR,0,False
48,4,12,9,Tonie's Tigers,crtaylor225,2977187,Cooper Kupp,WR,0,False
49,5,1,9,Tonie's Tigers,crtaylor225,4040761,Devin Singletary,RB,0,False
50,5,2,5,Russ Finna Cuck,payton9218600,3043275,Austin Hooper,TE,0,False
51,5,3,3,Jim Ward's Ole Dick Necks,Henry Munford,3052876,Will Fuller V,,0,False
52,5,4,4,Thunder Thighs,Josh Swing,3128429,Courtland Sutton,,0,False
53,5,5,11,Dez (Bryant) Nuts,Gtgilbert88,15835,Zach Ertz,TE,0,False
54,5,6,8,SCLSU Mud Dogs,jbray5,4242335,Jonathan Taylor,RB,0,False
55,5,7,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,13229,Rob Gronkowski,TE,0,False
56,5,8,2,Lamar  The Merrier!,Burns1981,4241389,CeeDee Lamb,WR,0,False
57,5,9,13,Kamara Virus,tcspivey8,3116365,Mark Andrews,TE,0,False
58,5,10,12,Rule  #76,dcputman,3121422,Terry McLaurin,WR,0,False
59,5,11,1,"Jim, Tannehill, Laundry ",cjhubauer,2576925,Darren Waller,TE,0,False
60,5,12,10,Maitland Tiburon,ESPNFAN8507141670,3051876,Evan Engram,TE,0,False
61,6,1,10,Maitland Tiburon,ESPNFAN8507141670,16790,Jarvis Landry,WR,0,False
62,6,2,1,"Jim, Tannehill, Laundry ",cjhubauer,3122840,Deshaun Watson,QB,0,False
63,6,3,12,Rule  #76,dcputman,3917315,Kyler Murray,QB,0,False
64,6,4,13,Kamara Virus,tcspivey8,3918298,Josh Allen,QB,0,False
65,6,5,2,Lamar  The Merrier!,Burns1981,2573401,Tyler Higbee,TE,0,False
66,6,6,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,4259545,D'Andre Swift,RB,0,False
67,6,7,8,SCLSU Mud Dogs,jbray5,2577417,Dak Prescott,,0,False
68,6,8,11,Dez (Bryant) Nuts,Gtgilbert88,3045144,Tyler Boyd,WR,0,False
69,6,9,4,Thunder Thighs,Josh Swing,11237,Matt Ryan,QB,0,False
70,6,10,3,Jim Ward's Ole Dick Necks,Henry Munford,4241985,J.K. Dobbins,RB,0,False
71,6,11,5,Russ Finna Cuck,payton9218600,14881,Russell Wilson,QB,0,False
72,6,12,9,Tonie's Tigers,crtaylor225,3046439,Hunter Henry,TE,0,False
73,7,1,9,Tonie's Tigers,crtaylor225,2330,Tom Brady,QB,0,False
74,7,2,5,Russ Finna Cuck,payton9218600,16913,James White,,0,False
75,7,3,3,Jim Ward's Ole Dick Necks,Henry Munford,2976592,Sterling Shepard,WR,0,False
76,7,4,4,Thunder Thighs,Josh Swing,4240021,Cam Akers,RB,0,False
77,7,5,11,Dez (Bryant) Nuts,Gtgilbert88,2576623,DeVante Parker,WR,0,False
78,7,6,8,SCLSU Mud Dogs,jbray5,14924,T.Y. Hilton,WR,0,False
79,7,7,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,2976212,Stefon Diggs,WR,0,False
80,7,8,2,Lamar  The Merrier!,Burns1981,4035538,David Montgomery,RB,0,False
81,7,9,13,Kamara Virus,tcspivey8,4047650,DK Metcalf,WR,0,False
82,7,10,12,Rule  #76,dcputman,2576414,Raheem Mostert,RB,0,False
83,7,11,1,"Jim, Tannehill, Laundry ",cjhubauer,15818,Keenan Allen,WR,0,False
84,7,12,10,Maitland Tiburon,ESPNFAN8507141670,2573079,Carson Wentz,QB,0,False
85,8,1,10,Maitland Tiburon,ESPNFAN8507141670,15920,Latavius Murray,RB,0,False
86,8,2,1,"Jim, Tannehill, Laundry ",cjhubauer,13983,A.J. Green,,0,False
87,8,3,12,Rule  #76,dcputman,4241372,Marquise Brown,,0,False
88,8,4,13,Kamara Virus,tcspivey8,3060022,Jordan Howard,,0,False
89,8,5,2,Lamar  The Merrier!,Burns1981,12649,Julian Edelman,,0,False
90,8,6,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,2580,Drew Brees,,0,False
91,8,7,8,SCLSU Mud Dogs,jbray5,3912550,Ronald Jones II,RB,0,False
92,8,8,11,Dez (Bryant) Nuts,Gtgilbert88,4036348,Michael Gallup,,0,False
93,8,9,4,Thunder Thighs,Josh Swing,3049916,Matt Breida,,0,False
94,8,10,3,Jim Ward's Ole Dick Necks,Henry Munford,4241475,Henry Ruggs III,,0,False
95,8,11,5,Russ Finna Cuck,payton9218600,3052117,Phillip Lindsay,,0,False
96,8,12,9,Tonie's Tigers,crtaylor225,15072,Marvin Jones Jr.,WR,0,False
97,9,1,9,Tonie's Tigers,crtaylor225,3066158,Tarik Cohen,,0,False
98,9,2,5,Russ Finna Cuck,payton9218600,4035004,Mecole Hardman,,0,False
99,9,3,3,Jim Ward's Ole Dick Necks,Henry Munford,3924365,Hayden Hurst,TE,0,False
100,9,4,4,Thunder Thighs,Josh Swing,16731,Brandin Cooks,WR,0,False
101,9,5,11,Dez (Bryant) Nuts,Gtgilbert88,3916925,Kerryon Johnson,,0,False
102,9,6,8,SCLSU Mud Dogs,jbray5,2979477,Tevin Coleman,,0,False
103,9,7,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,2576716,Jamison Crowder,WR,0,False
104,9,8,2,Lamar  The Merrier!,Burns1981,2991767,Blake Jarwin,,0,False
105,9,9,13,Kamara Virus,tcspivey8,3932905,Diontae Johnson,WR,0,False
106,9,10,12,Rule  #76,dcputman,3139605,Marlon Mack,,0,False
107,9,11,1,"Jim, Tannehill, Laundry ",cjhubauer,4035676,Zack Moss,RB,0,False
108,9,12,10,Maitland Tiburon,ESPNFAN8507141670,3895856,Christian Kirk,,0,False
109,10,1,10,Maitland Tiburon,ESPNFAN8507141670,4262921,Justin Jefferson,WR,0,False
110,10,2,1,"Jim, Tannehill, Laundry ",cjhubauer,4048244,Alexander Mattison,RB,0,False
111,10,3,12,Rule  #76,dcputman,4036131,Noah Fant,TE,0,False
112,10,4,13,Kamara Virus,tcspivey8,3126486,Deebo Samuel,WR,0,False
113,10,5,2,Lamar  The Merrier!,Burns1981,5536,Ben Roethlisberger,QB,0,False
114,10,6,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3128721,Sony Michel,,0,False
115,10,7,8,SCLSU Mud Dogs,jbray5,3045138,Mike Williams,WR,0,False
116,10,8,11,Dez (Bryant) Nuts,Gtgilbert88,15683,Justin Tucker,K,0,False
117,10,9,4,Thunder Thighs,Josh Swing,4039359,Darrell Henderson Jr.,RB,0,False
118,10,10,3,Jim Ward's Ole Dick Necks,Henry Munford,16804,John Brown,,0,False
119,10,11,5,Russ Finna Cuck,payton9218600,10452,Adrian Peterson,,0,False
120,10,12,9,Tonie's Tigers,crtaylor225,4360294,Antonio Gibson,RB,0,False
121,11,1,9,Tonie's Tigers,crtaylor225,3915399,Preston Williams,,0,False
122,11,2,5,Russ Finna Cuck,payton9218600,4241463,Jerry Jeudy,WR,0,False
123,11,3,3,Jim Ward's Ole Dick Necks,Henry Munford,-16002,Bills D/ST,D/ST,0,False
124,11,4,4,Thunder Thighs,Josh Swing,3916945,Darius Slayton,WR,0,False
125,11,5,11,Dez (Bryant) Nuts,Gtgilbert88,-16023,Steelers D/ST,D/ST,0,False
126,11,6,8,SCLSU Mud Dogs,jbray5,3051439,Boston Scott,RB,0,False
127,11,7,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3917612,Ke'Shawn Vaughn,,0,False
128,11,8,2,Lamar  The Merrier!,Burns1981,5528,Larry Fitzgerald,,0,False
129,11,9,13,Kamara Virus,tcspivey8,4241802,Jalen Reagor,,0,False
130,11,10,12,Rule  #76,dcputman,4241941,Anthony McFarland Jr.,,0,False
131,11,11,1,"Jim, Tannehill, Laundry ",cjhubauer,3119195,Chase Edmonds,RB,0,False
132,11,12,10,Maitland Tiburon,ESPNFAN8507141670,-16025,49ers D/ST,D/ST,0,False
133,12,1,10,Maitland Tiburon,ESPNFAN8507141670,4035072,Benny Snell Jr.,RB,0,False
134,12,2,1,"Jim, Tannehill, Laundry ",cjhubauer,3056362,Darius Leonard,LB,0,False
135,12,3,12,Rule  #76,dcputman,3116136,Justin Jackson,RB,0,False
136,12,4,13,Kamara Virus,tcspivey8,-16033,Ravens D/ST,D/ST,0,False
137,12,5,2,Lamar  The Merrier!,Burns1981,3055899,Harrison Butker,K,0,False
138,12,6,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,13295,Emmanuel Sanders,WR,0,False
139,12,7,8,SCLSU Mud Dogs,jbray5,3916148,Tony Pollard,RB,0,False
140,12,8,11,Dez (Bryant) Nuts,Gtgilbert88,8439,Aaron Rodgers,QB,0,False
141,12,9,4,Thunder Thighs,Josh Swing,2978273,Blake Martinez,,0,False
142,12,10,3,Jim Ward's Ole Dick Necks,Henry Munford,3052587,Baker Mayfield,,0,False
143,12,11,5,Russ Finna Cuck,payton9218600,14993,Greg Zuerlein,,0,False
144,12,12,9,Tonie's Tigers,crtaylor225,14979,Bobby Wagner,LB,0,False
145,13,1,9,Tonie's Tigers,crtaylor225,11283,DeSean Jackson,,0,False
146,13,2,5,Russ Finna Cuck,payton9218600,13994,Cam Newton,QB,0,False
147,13,3,3,Jim Ward's Ole Dick Necks,Henry Munford,2977819,Joe Schobert,LB,0,False
148,13,4,4,Thunder Thighs,Josh Swing,-16017,Patriots D/ST,D/ST,0,False
149,13,5,11,Dez (Bryant) Nuts,Gtgilbert88,3915511,Joe Burrow,,0,False
150,13,6,8,SCLSU Mud Dogs,jbray5,-16003,Bears D/ST,D/ST,0,False
151,13,7,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,9354,Robbie Gould,,0,False
152,13,8,2,Lamar  The Merrier!,Burns1981,16725,Sammy Watkins,WR,0,False
153,13,9,13,Kamara Virus,tcspivey8,12483,Matthew Stafford,,0,False
154,13,10,12,Rule  #76,dcputman,-16018,Saints D/ST,D/ST,0,False
155,13,11,1,"Jim, Tannehill, Laundry ",cjhubauer,2985659,Wil Lutz,K,0,False
156,13,12,10,Maitland Tiburon,ESPNFAN8507141670,2978304,Cory Littleton,,0,False
157,14,1,10,Maitland Tiburon,ESPNFAN8507141670,16728,Teddy Bridgewater,,0,False
158,14,2,1,"Jim, Tannehill, Laundry ",cjhubauer,14876,Ryan Tannehill,QB,0,False
159,14,3,12,Rule  #76,dcputman,3917792,Daniel Jones,,0,False
160,14,4,13,Kamara Virus,tcspivey8,3054212,Jonnu Smith,TE,0,False
161,14,5,2,Lamar  The Merrier!,Burns1981,3051389,Joey Bosa,,0,False
162,14,6,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,-16012,Chiefs D/ST,D/ST,0,False
163,14,7,8,SCLSU Mud Dogs,jbray5,11122,Matt Prater,,0,False
164,14,8,11,Dez (Bryant) Nuts,Gtgilbert88,3122132,Myles Garrett,,0,False
165,14,9,4,Thunder Thighs,Josh Swing,4249087,Matt Gay,,0,False
166,14,10,3,Jim Ward's Ole Dick Necks,Henry Munford,3043234,Zane Gonzalez,,0,False
167,14,11,5,Russ Finna Cuck,payton9218600,14053,Randall Cobb,,0,False
168,14,12,9,Tonie's Tigers,crtaylor225,-16011,Colts D/ST,D/ST,0,False
169,15,1,9,Tonie's Tigers,crtaylor225,3046779,Jared Goff,QB,0,False
170,15,2,5,Russ Finna Cuck,payton9218600,-16027,Buccaneers D/ST,D/ST,0,False
171,15,3,3,Jim Ward's Ole Dick Necks,Henry Munford,12537,Jared Cook,TE,0,False
172,15,4,4,Thunder Thighs,Josh Swing,14880,Kirk Cousins,QB,0,False
173,15,5,11,Dez (Bryant) Nuts,Gtgilbert88,3128390,Allen Lazard,WR,0,False
174,15,6,8,SCLSU Mud Dogs,jbray5,2514270,Jordan Hicks,,0,False
175,15,7,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,16760,Jimmy Garoppolo,,0,False
176,15,8,2,Lamar  The Merrier!,Burns1981,-16024,Chargers D/ST,D/ST,0,False
177,15,9,13,Kamara Virus,tcspivey8,3138826,Fred Warner,,0,False
178,15,10,12,Rule  #76,dcputman,3052896,Jaylon Smith,LB,0,False
179,15,11,1,"Jim, Tannehill, Laundry ",cjhubauer,-16007,Broncos D/ST,,0,False
180,15,12,10,Maitland Tiburon,ESPNFAN8507141670,10636,Mason Crosby,,0,False
181,16,1,10,Maitland Tiburon,ESPNFAN8507141670,3123050,Chris Herndon,,0,False
182,16,2,1,"Jim, Tannehill, Laundry ",cjhubauer,4360438,Brandon Aiyuk,WR,0,False
183,16,3,12,Rule  #76,dcputman,17372,Chris Boswell,,0,False
184,16,4,13,Kamara Virus,tcspivey8,3050487,Anthony Miller,,0,False
185,16,5,2,Lamar  The Merrier!,Burns1981,3051750,Zach Cunningham,LB,0,False
186,16,6,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3116164,Mike Gesicki,TE,0,False
187,16,7,8,SCLSU Mud Dogs,jbray5,8479,Frank Gore,,0,False
188,16,8,11,Dez (Bryant) Nuts,Gtgilbert88,4527,Jason Witten,,0,False
189,16,9,4,Thunder Thighs,Josh Swing,4036133,T.J. Hockenson,TE,0,False
190,16,10,3,Jim Ward's Ole Dick Necks,Henry Munford,2972460,Breshad Perriman,,0,False
191,16,11,5,Russ Finna Cuck,payton9218600,2979841,Landon Collins,,0,False
192,16,12,9,Tonie's Tigers,crtaylor225,13217,Golden Tate,,0,False
193,17,1,9,Tonie's Tigers,crtaylor225,2971573,Ka'imi Fairbairn,,0,False
194,17,2,5,Russ Finna Cuck,payton9218600,3123944,Qadree Ollison,,0,False
195,17,3,3,Jim Ward's Ole Dick Necks,Henry Munford,4239934,AJ Dillon,,0,False
196,17,4,4,Thunder Thighs,Josh Swing,3925347,Damien Harris,RB,0,False
197,17,5,11,Dez (Bryant) Nuts,Gtgilbert88,4241479,Tua Tagovailoa,QB,0,False
198,17,6,8,SCLSU Mud Dogs,jbray5,4038524,Gardner Minshew II,,0,False
199,17,7,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3915189,Roquan Smith,LB,0,False
200,17,8,2,Lamar  The Merrier!,Burns1981,3135321,Hunter Renfrow,,0,False
201,17,9,13,Kamara Virus,tcspivey8,3050478,Jake Elliott,,0,False
202,17,10,12,Rule  #76,dcputman,3043080,O.J. Howard,,0,False
203,17,11,1,"Jim, Tannehill, Laundry ",cjhubauer,3052177,John Ross III,,0,False
204,17,12,10,Maitland Tiburon,ESPNFAN8507141670,3044720,Joshua Dobbs,,0,False
