week,is_regular,team_id,team_name,points,opp_team_id,opp_team_name,is_bye,outcome
1,True,1,A team has no name,111.5,9,Watt Watt in the butt,False,W
1,True,2,FOR WHOM O'DELL TOLLS,106.5,13,Living Legend,False,W
1,True,3,Jim Ward's Allstars,136.5,12,Rule #76,False,W
1,True,4,Bell yeah,118.5,5,Stoned Cold Stunners,False,L
1,True,5,Stoned Cold Stunners,119.5,4,Bell yeah,False,W
1,True,6,Aaron Rogers Is Mine Now,90.5,10,High Noon,False,L
1,True,8,Tyrod the Toolman Taylor,106.5,11,Dez (Bryant) Nuts,False,W
1,True,9,Watt Watt in the butt,108.0,1,A team has no name,False,L
1,True,10,High Noon,137.5,6,Aaron Rogers Is Mine Now,False,W
1,True,11,Dez (Bryant) Nuts,104.0,8,Tyrod the Toolman Taylor,False,L
1,True,12,Rule #76,135.5,3,Jim Ward's Allstars,False,L
1,True,13,Living Legend,91.0,2,FOR WHOM O'DELL TOLLS,False,L
2,True,1,A team has no name,95.0,4,Bell yeah,False,W
2,True,2,FOR WHOM O'DELL TOLLS,84.5,3,Jim Ward's Allstars,False,L
2,True,3,Jim Ward's Allstars,112.5,2,FOR WHOM O'DELL TOLLS,False,W
2,True,4,Bell yeah,86.5,1,A team has no name,False,L
2,True,5,Stoned Cold Stunners,110.0,6,Aaron Rogers Is Mine Now,False,W
2,True,6,Aaron Rogers Is Mine Now,99.0,5,Stoned Cold Stunners,False,L
2,True,8,Tyrod the Toolman Taylor,98.0,12,Rule #76,False,L
2,True,9,Watt Watt in the butt,107.0,10,High Noon,False,W
2,True,10,High Noon,103.5,9,Watt Watt in the butt,False,L
2,True,11,Dez (Bryant) Nuts,138.0,13,Living Legend,False,W
2,True,12,Rule #76,127.5,8,Tyrod the Toolman Taylor,False,W
2,True,13,Living Legend,101.0,11,Dez (Bryant) Nuts,False,L
3,True,1,A team has no name,120.5,5,Stoned Cold Stunners,False,W
3,True,2,FOR WHOM O'DELL TOLLS,133.0,12,Rule #76,False,W
3,True,3,Jim Ward's Allstars,161.0,11,Dez (Bryant) Nuts,False,W
3,True,4,Bell yeah,115.0,10,High Noon,False,L
3,True,5,Stoned Cold Stunners,115.5,1,A team has no name,False,L
3,True,6,Aaron Rogers Is Mine Now,86.5,9,Watt Watt in the butt,False,L
