week,is_regular,team_id,team_name,points,opp_team_id,opp_team_name,is_bye,outcome
1,True,1,"Here Kittle, Kittle",133.86,9,Tonie's Tigers,False,W
1,True,2,Zeke -A Virus,96.7,3,Jim Ward's Ole Dick Necks,False,L
1,True,3,Jim Ward's Ole Dick Necks,138.08,2,Zeke -A Virus,False,W
1,True,4,Hurts So Good,166.66,12,Rule  #76,False,W
1,True,5,Kissin Cousins ,115.94,13,Dak in a Box,False,W
1,True,6,This Year Will  Be A Brees ,152.0,10,Maitland Tiburon,False,W
1,True,8,SCLSU Mud Dogs,98.68,11,Dez (Bryant) Nuts,False,L
1,True,9,Tonie's Tigers,110.76,1,"Here Kittle, Kittle",False,L
1,True,10,Maitland Tiburon,108.36,6,This Year Will  Be A Brees ,False,L
1,True,11,Dez (Bryant) Nuts,104.14,8,SCLSU Mud Dogs,False,W
1,True,12,Rule  #76,105.36,4,Hurts So Good,False,L
1,True,13,Dak in a Box,114.42,5,Kissin Cousins ,False,L
2,True,1,"Here Kittle, Kittle",112.22,13,Dak in a Box,False,W
2,True,2,Zeke -A Virus,129.46,8,SCLSU Mud Dogs,False,L
2,True,3,Jim Ward's Ole Dick Necks,90.62,4,Hurts So Good,False,L
2,True,4,Hurts So Good,126.4,3,Jim Ward's Ole Dick Necks,False,W
2,True,5,Kissin Cousins ,89.68,10,Maitland Tiburon,False,L
2,True,6,This Year Will  Be A Brees ,104.46,9,Tonie's Tigers,False,L
2,True,8,SCLSU Mud Dogs,132.72,2,Zeke -A Virus,False,W
2,True,9,Tonie's Tigers,155.84,6,This Year Will  Be A Brees ,False,W
2,True,10,Maitland Tiburon,121.7,5,Kissin Cousins ,False,W
2,True,11,Dez (Bryant) Nuts,131.92,12,Rule  #76,False,L
2,True,12,Rule  #76,140.9,11,Dez (Bryant) Nuts,False,W
2,True,13,Dak in a Box,104.28,1,"Here Kittle, Kittle",False,L
3,True,1,"Here Kittle, Kittle",121.82,5,Kissin Cousins ,False,L
