overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
28,3,4,3,Jim Ward's Ole Dick Necks,Henry Munford,4259545,D'Andre Swift,RB,0,False
29,3,5,11,Dez (Bryant) Nuts,Gtgilbert88,4241457,Najee Harris,RB,0,False
30,3,6,9,Tonie's Tigers,crtaylor225,4039359,Darrell Henderson Jr.,RB,0,False
31,3,7,5,Kissin Cousins ,payton9218600,4052042,James Robinson,,0,False
32,3,8,1,"Here Kittle, Kittle",cjhubauer,4360294,Antonio Gibson,RB,0,False
33,3,9,12,Rule  #76,dcputman,4045163,Miles Sanders,RB,0,False
34,3,10,8,SCLSU Mud Dogs,jbray5,3116385,Joe Mixon,RB,0,False
35,3,11,10,Maitland Tiburon,espnfan1709357526,4047365,Josh Jacobs,RB,0,False
36,3,12,13,Dak in a Box,tcspivey8,3919596,Chris Carson,RB,0,False
37,4,1,13,Dak in a Box,tcspivey8,16799,Allen Robinson II,WR,0,False
38,4,2,10,Maitland Tiburon,espnfan1709357526,16800,Davante Adams,WR,0,False
39,4,3,8,SCLSU Mud Dogs,jbray5,3121422,Terry McLaurin,WR,0,False
40,4,4,12,Rule  #76,dcputman,15795,DeAndre Hopkins,,0,False
41,4,5,1,"Here Kittle, Kittle",cjhubauer,3116165,Chris Godwin,,0,False
42,4,6,5,Kissin Cousins ,payton9218600,4047650,DK Metcalf,WR,0,False
43,4,7,9,Tonie's Tigers,crtaylor225,3925357,Calvin Ridley,WR,0,False
44,4,8,11,Dez (Bryant) Nuts,Gtgilbert88,4241389,CeeDee Lamb,WR,0,False
45,4,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4047646,A.J. Brown,WR,0,False
46,4,10,2,Zeke -A Virus,Burns1981,16737,Mike Evans,WR,0,False
47,4,11,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3116406,Tyreek Hill,WR,0,False
48,4,12,4,Hurts So Good,Josh Swing,2976212,Stefon Diggs,WR,0,False
49,5,1,4,Hurts So Good,Josh Swing,2976499,Amari Cooper,WR,0,False
50,5,2,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,2577327,Tyler Lockett,WR,0,False
51,5,3,2,Zeke -A Virus,Burns1981,2977187,Cooper Kupp,WR,0,False
52,5,4,3,Jim Ward's Ole Dick Necks,Henry Munford,16731,Brandin Cooks,WR,0,False
53,5,5,11,Dez (Bryant) Nuts,Gtgilbert88,3932905,Diontae Johnson,WR,0,False
54,5,6,9,Tonie's Tigers,crtaylor225,3915416,DJ Moore,WR,0,False
55,5,7,5,Kissin Cousins ,payton9218600,4360438,Brandon Aiyuk,WR,0,False
56,5,8,1,"Here Kittle, Kittle",cjhubauer,15818,Keenan Allen,WR,0,False
57,5,9,12,Rule  #76,dcputman,4262921,Justin Jefferson,WR,0,False
58,5,10,8,SCLSU Mud Dogs,jbray5,13982,Julio Jones,WR,0,False
59,5,11,10,Maitland Tiburon,espnfan1709357526,3120348,JuJu Smith-Schuster,,0,False
60,5,12,13,Dak in a Box,tcspivey8,15880,Robert Woods,,0,False
61,6,1,13,Dak in a Box,tcspivey8,4036131,Noah Fant,TE,0,False
62,6,2,10,Maitland Tiburon,espnfan1709357526,4360248,Kyle Pitts,TE,0,False
63,6,3,8,SCLSU Mud Dogs,jbray5,3116164,Mike Gesicki,TE,0,False
64,6,4,12,Rule  #76,dcputman,4040980,Irv Smith Jr.,,0,False
65,6,5,1,"Here Kittle, Kittle",cjhubauer,4241478,DeVonta Smith,WR,0,False
66,6,6,5,Kissin Cousins ,payton9218600,15847,Travis Kelce,TE,0,False
67,6,7,9,Tonie's Tigers,crtaylor225,2573401,Tyler Higbee,TE,0,False
68,6,8,11,Dez (Bryant) Nuts,Gtgilbert88,3116365,Mark Andrews,TE,0,False
69,6,9,3,Jim Ward's Ole Dick Necks,Henry Munford,2576925,Darren Waller,TE,0,False
70,6,10,2,Zeke -A Virus,Burns1981,2975674,Robert Tonyan,,0,False
71,6,11,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,16813,Logan Thomas,,0,False
72,6,12,4,Hurts So Good,Josh Swing,4036133,T.J. Hockenson,TE,0,False
73,7,1,4,Hurts So Good,Josh Swing,16460,Adam Thielen,WR,0,False
74,7,2,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,16733,Odell Beckham Jr.,WR,0,False
75,7,3,2,Zeke -A Virus,Burns1981,3115394,DJ Chark Jr.,,0,False
76,7,4,3,Jim Ward's Ole Dick Necks,Henry Munford,3119195,Chase Edmonds,RB,0,False
77,7,5,11,Dez (Bryant) Nuts,Gtgilbert88,3925347,Damien Harris,RB,0,False
78,7,6,9,Tonie's Tigers,crtaylor225,4361579,Javonte Williams,RB,0,False
79,7,7,5,Kissin Cousins ,payton9218600,3042778,Corey Davis,,0,False
80,7,8,1,"Here Kittle, Kittle",cjhubauer,3040151,George Kittle,TE,0,False
81,7,9,12,Rule  #76,dcputman,-16025,49ers D/ST,D/ST,0,False
82,7,10,8,SCLSU Mud Dogs,jbray5,2974858,Kenny Golladay,,0,False
83,7,11,10,Maitland Tiburon,espnfan1709357526,4241463,Jerry Jeudy,WR,0,False
84,7,12,13,Dak in a Box,tcspivey8,3025433,Mike Davis,RB,0,False
85,8,1,13,Dak in a Box,tcspivey8,-16011,Colts D/ST,,0,False
86,8,2,10,Maitland Tiburon,espnfan1709357526,-16033,Ravens D/ST,,0,False
87,8,3,8,SCLSU Mud Dogs,jbray5,-16028,Commanders D/ST,,0,False
88,8,4,12,Rule  #76,dcputman,3886818,Myles Gaskin,RB,0,False
89,8,5,1,"Here Kittle, Kittle",cjhubauer,4240657,Michael Carter,RB,0,False
90,8,6,5,Kissin Cousins ,payton9218600,-16027,Buccaneers D/ST,D/ST,0,False
91,8,7,9,Tonie's Tigers,crtaylor225,-16018,Saints D/ST,D/ST,0,False
92,8,8,11,Dez (Bryant) Nuts,Gtgilbert88,-16007,Broncos D/ST,D/ST,0,False
93,8,9,3,Jim Ward's Ole Dick Necks,Henry Munford,-16012,Chiefs D/ST,D/ST,0,False
94,8,10,2,Zeke -A Virus,Burns1981,-16014,Rams D/ST,,0,False
95,8,11,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,-16023,Steelers D/ST,,0,False
96,8,12,4,Hurts So Good,Josh Swing,-16002,Bills D/ST,D/ST,0,False
97,9,1,4,Hurts So Good,Josh Swing,2473037,Jason Myers,,0,False
98,9,2,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,15683,Justin Tucker,K,0,False
99,9,3,2,Zeke -A Virus,Burns1981,3055899,Harrison Butker,,0,False
100,9,4,3,Jim Ward's Ole Dick Necks,Henry Munford,3917232,Tyler Bass,K,0,False
101,9,5,11,Dez (Bryant) Nuts,Gtgilbert88,16339,Brandon McManus,K,0,False
102,9,6,9,Tonie's Tigers,crtaylor225,2985659,Wil Lutz,,0,False
103,9,7,5,Kissin Cousins ,payton9218600,3049899,Younghoe Koo,,0,False
104,9,8,1,"Here Kittle, Kittle",cjhubauer,2576434,Melvin Gordon III,RB,0,False
105,9,9,12,Rule  #76,dcputman,3124679,Jason Sanders,,0,False
106,9,10,8,SCLSU Mud Dogs,jbray5,3127287,Budda Baker,,0,False
107,9,11,10,Maitland Tiburon,espnfan1709357526,4249087,Matt Gay,K,0,False
108,9,12,13,Dak in a Box,tcspivey8,14993,Greg Zuerlein,K,0,False
109,10,1,13,Dak in a Box,tcspivey8,3138826,Fred Warner,,0,False
110,10,2,10,Maitland Tiburon,espnfan1709357526,2577712,Alexander Johnson,,0,False
111,10,3,8,SCLSU Mud Dogs,jbray5,4362628,Ja'Marr Chase,WR,0,False
112,10,4,12,Rule  #76,dcputman,2978273,Blake Martinez,,0,False
113,10,5,1,"Here Kittle, Kittle",cjhubauer,3056362,Darius Leonard,,0,False
114,10,6,5,Kissin Cousins ,payton9218600,2976316,Michael Thomas,,0,False
115,10,7,9,Tonie's Tigers,crtaylor225,14979,Bobby Wagner,LB,0,False
116,10,8,11,Dez (Bryant) Nuts,Gtgilbert88,3915189,Roquan Smith,LB,0,False
117,10,9,3,Jim Ward's Ole Dick Necks,Henry Munford,2977819,Joe Schobert,,0,False
118,10,10,2,Zeke -A Virus,Burns1981,3051750,Zach Cunningham,,0,False
119,10,11,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,4035434,Devin White,LB,0,False
120,10,12,4,Hurts So Good,Josh Swing,3115373,Jamal Adams,,0,False
121,11,1,4,Hurts So Good,Josh Swing,4046692,Chase Claypool,WR,0,False
122,11,2,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3052876,William Fuller V,,0,False
123,11,3,2,Zeke -A Virus,Burns1981,13934,Antonio Brown,WR,0,False
124,11,4,3,Jim Ward's Ole Dick Necks,Henry Munford,3916430,Nyheim Hines,,0,False
125,11,5,11,Dez (Bryant) Nuts,Gtgilbert88,2574808,Robby Anderson,WR,0,False
126,11,6,9,Tonie's Tigers,crtaylor225,2330,Tom Brady,QB,0,False
127,11,7,5,Kissin Cousins ,payton9218600,3051876,Evan Engram,,0,False
128,11,8,1,"Here Kittle, Kittle",cjhubauer,3126486,Deebo Samuel,WR,0,False
129,11,9,12,Rule  #76,dcputman,4239993,Tee Higgins,WR,0,False
130,11,10,8,SCLSU Mud Dogs,jbray5,3912550,Ronald Jones II,RB,0,False
131,11,11,10,Maitland Tiburon,espnfan1709357526,4239934,AJ Dillon,RB,0,False
132,11,12,13,Dak in a Box,tcspivey8,3045144,Tyler Boyd,WR,0,False
133,12,1,13,Dak in a Box,tcspivey8,2576414,Raheem Mostert,,0,False
134,12,2,10,Maitland Tiburon,espnfan1709357526,3121427,Curtis Samuel,,0,False
135,12,3,8,SCLSU Mud Dogs,jbray5,4241401,Trey Sermon,,0,False
136,12,4,12,Rule  #76,dcputman,3045147,James Conner,RB,0,False
137,12,5,1,"Here Kittle, Kittle",cjhubauer,-16017,Patriots D/ST,D/ST,0,False
138,12,6,5,Kissin Cousins ,payton9218600,4048244,Alexander Mattison,RB,0,False
139,12,7,9,Tonie's Tigers,crtaylor225,2979843,Kenyan Drake,RB,0,False
140,12,8,11,Dez (Bryant) Nuts,Gtgilbert88,4035676,Zack Moss,,0,False
141,12,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4243160,Laviska Shenault Jr.,WR,0,False
142,12,10,2,Zeke -A Virus,Burns1981,3052117,Phillip Lindsay,,0,False
143,12,11,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3916148,Tony Pollard,RB,0,False
144,12,12,4,Hurts So Good,Josh Swing,3128429,Courtland Sutton,WR,0,False
145,13,1,4,Hurts So Good,Josh Swing,2980453,Jamaal Williams,RB,0,False
146,13,2,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,16913,James White,,0,False
147,13,3,2,Zeke -A Virus,Burns1981,2979477,Tevin Coleman,RB,0,False
148,13,4,3,Jim Ward's Ole Dick Necks,Henry Munford,4360310,Trevor Lawrence,,0,False
149,13,5,11,Dez (Bryant) Nuts,Gtgilbert88,3115364,Leonard Fournette,RB,0,False
150,13,6,9,Tonie's Tigers,crtaylor225,16790,Jarvis Landry,,0,False
151,13,7,5,Kissin Cousins ,payton9218600,4241475,Henry Ruggs III,,0,False
152,13,8,1,"Here Kittle, Kittle",cjhubauer,12731,Ryan Succop,,0,False
153,13,9,12,Rule  #76,dcputman,4040761,Devin Singletary,RB,0,False
154,13,10,8,SCLSU Mud Dogs,jbray5,3051926,Gus Edwards,,0,False
155,13,11,10,Maitland Tiburon,espnfan1709357526,15072,Marvin Jones Jr.,WR,0,False
156,13,12,13,Dak in a Box,tcspivey8,3121023,Dallas Goedert,TE,0,False
157,14,1,13,Dak in a Box,tcspivey8,11237,Matt Ryan,,0,False
158,14,2,10,Maitland Tiburon,espnfan1709357526,14924,T.Y. Hilton,WR,0,False
159,14,3,8,SCLSU Mud Dogs,jbray5,15920,Latavius Murray,RB,0,False
160,14,4,12,Rule  #76,dcputman,3045138,Mike Williams,WR,0,False
161,14,5,1,"Here Kittle, Kittle",cjhubauer,3054212,Jonnu Smith,,0,False
162,14,6,5,Kissin Cousins ,payton9218600,3917792,Daniel Jones,,0,False
163,14,7,9,Tonie's Tigers,crtaylor225,2572861,J.D. McKissic,RB,0,False
164,14,8,11,Dez (Bryant) Nuts,Gtgilbert88,13983,A.J. Green,,0,False
165,14,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4035004,Mecole Hardman,,0,False
166,14,10,2,Zeke -A Virus,Burns1981,2976592,Sterling Shepard,WR,0,False
167,14,11,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,12537,Jared Cook,TE,0,False
168,14,12,4,Hurts So Good,Josh Swing,4372016,Jaylen Waddle,WR,0,False
169,15,1,4,Hurts So Good,Josh Swing,3052587,Baker Mayfield,,0,False
170,15,2,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,13994,Cam Newton,,0,False
171,15,3,2,Zeke -A Virus,Burns1981,3123944,Qadree Ollison,,0,False
172,15,4,3,Jim Ward's Ole Dick Necks,Henry Munford,4241372,Marquise Brown,WR,0,False
173,15,5,11,Dez (Bryant) Nuts,Gtgilbert88,3043080,O.J. Howard,,0,False
174,15,6,9,Tonie's Tigers,crtaylor225,3046439,Hunter Henry,TE,0,False
175,15,7,5,Kissin Cousins ,payton9218600,3121410,Parris Campbell,,0,False
176,15,8,1,"Here Kittle, Kittle",cjhubauer,4372414,Elijah Moore,WR,0,False
177,15,9,12,Rule  #76,dcputman,4040655,Darnell Mooney,WR,0,False
178,15,10,8,SCLSU Mud Dogs,jbray5,4035687,Michael Pittman Jr.,WR,0,False
179,15,11,10,Maitland Tiburon,espnfan1709357526,4241479,Tua Tagovailoa,QB,0,False
180,15,12,13,Dak in a Box,tcspivey8,2508176,David Johnson,,0,False
181,16,1,13,Dak in a Box,tcspivey8,2576623,DeVante Parker,WR,0,False
182,16,2,10,Maitland Tiburon,espnfan1709357526,4241416,Chuba Hubbard,RB,0,False
183,16,3,8,SCLSU Mud Dogs,jbray5,13229,Rob Gronkowski,TE,0,False
184,16,4,12,Rule  #76,dcputman,3911853,Adam Trautman,,0,False
185,16,5,1,"Here Kittle, Kittle",cjhubauer,3128451,Tre'Quan Smith,,0,False
186,16,6,5,Kissin Cousins ,payton9218600,3128721,Sony Michel,RB,0,False
187,16,7,9,Tonie's Tigers,crtaylor225,15349,Cole Beasley,WR,0,False
188,16,8,11,Dez (Bryant) Nuts,Gtgilbert88,5536,Ben Roethlisberger,QB,0,False
189,16,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4241802,Jalen Reagor,,0,False
190,16,10,2,Zeke -A Virus,Burns1981,16725,Sammy Watkins,,0,False
191,16,11,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,3134353,Tim Patrick,,0,False
192,16,12,4,Hurts So Good,Josh Swing,15826,Giovani Bernard,,0,False
193,17,1,4,Hurts So Good,Josh Swing,2969939,Jameis Winston,,0,False
194,17,2,6,This Year Will  Be A Brees ,zwthomas89; zthoma7700709,4035403,Denzel Mims,,0,False
195,17,3,2,Zeke -A Virus,Burns1981,2576980,Marcus Mariota,,0,False
196,17,4,3,Jim Ward's Ole Dick Necks,Henry Munford,3115375,Darrel Williams,RB,0,False
197,17,5,11,Dez (Bryant) Nuts,Gtgilbert88,4036348,Michael Gallup,WR,0,False
198,17,6,9,Tonie's Tigers,crtaylor225,2971618,Nelson Agholor,,0,False
199,17,7,5,Kissin Cousins ,payton9218600,16777,Carlos Hyde,,0,False
200,17,8,1,"Here Kittle, Kittle",cjhubauer,8664,Ryan Fitzpatrick,,0,False
201,17,9,12,Rule  #76,dcputman,2570986,Malcolm Brown,,0,False
202,17,10,8,SCLSU Mud Dogs,jbray5,3139925,Rashaad Penny,RB,0,False
203,17,11,10,Maitland Tiburon,espnfan1709357526,4372485,Rondale Moore,,0,False
204,17,12,13,Dak in a Box,tcspivey8,3115378,Russell Gage,WR,0,False
