week,is_playoff,team_id,team_name,player_id,player_name,position,slot,started,points,projected_points,on_bye
1,False,5,Flowers for Allgeiernon,4362628,Ja'Marr Chase,WR,WR,True,3.6,16.48,False
1,False,5,Flowers for Allgeiernon,4430737,Kyren Williams,RB,RB,True,13.4,14.72,False
1,False,5,Flowers for Allgeiernon,4361307,Trey McBride,TE,TE,True,9.1,11.78,False
1,False,5,Flowers for Allgeiernon,4239996,Travis Etienne Jr.,RB,RB,True,17.1,8.91,False
1,False,5,Flowers for Allgeiernon,4241478,DeVonta Smith,WR,RB/WR/TE,True,3.1,10.87,False
1,False,5,Flowers for Allgeiernon,3917315,Kyler Murray,QB,BE,False,18.32,18.3,False
1,False,5,Flowers for Allgeiernon,4429615,Zay Flowers,WR,WR,True,24.6,12.22,False
1,False,5,Flowers for Allgeiernon,3895856,Christian Kirk,WR,BE,False,0.0,0.0,False
1,False,5,Flowers for Allgeiernon,4361777,Zamir White,RB,BE,False,0.8,3.36,False
1,False,5,Flowers for Allgeiernon,4373626,Tyler Allgeier,RB,BE,False,2.4,5.66,False
1,False,5,Flowers for Allgeiernon,3050073,Foyesade Oluokun,LB,DP,True,14.0,8.95,False
1,False,5,Flowers for Allgeiernon,-16033,Ravens D/ST,D/ST,BE,False,-7.0,3.9,False
1,False,5,Flowers for Allgeiernon,16731,Brandin Cooks,WR,BE,False,4.1,3.22,False
1,False,5,Flowers for Allgeiernon,3049899,Younghoe Koo,K,K,True,9.0,7.46,False
1,False,5,Flowers for Allgeiernon,4567096,John Metchie III,WR,BE,False,1.0,0.4,False
1,False,5,Flowers for Allgeiernon,12483,Matthew Stafford,QB,QB,True,13.6,14.93,False
1,False,5,Flowers for Allgeiernon,-16028,Commanders D/ST,D/ST,D/ST,True,8.0,6.68,False
1,False,9,Men of Will,4262921,Justin Jefferson,WR,WR,True,12.8,16.63,False
1,False,9,Men of Will,4432773,Brian Thomas Jr.,WR,WR,True,8.5,13.57,False
1,False,9,Men of Will,3918298,Josh Allen,QB,QB,True,38.76,20.83,False
1,False,9,Men of Will,3040151,George Kittle,TE,TE,True,10.5,11.1,False
1,False,9,Men of Will,4568490,RJ Harvey,RB,RB,True,7.4,11.5,False
1,False,9,Men of Will,3042519,Aaron Jones Sr.,RB,RB,True,14.2,11.02,False
1,False,9,Men of Will,2977187,Cooper Kupp,WR,RB/WR/TE,True,2.5,10.07,False
1,False,9,Men of Will,4241457,Najee Harris,RB,BE,False,1.5,4.98,False
1,False,9,Men of Will,4426338,Bo Nix,QB,BE,False,6.84,18.52,False
1,False,9,Men of Will,4373678,Khalil Shakir,WR,BE,False,9.4,9.31,False
1,False,9,Men of Will,4686361,Cam Little,K,K,True,15.0,8.31,False
1,False,9,Men of Will,-16023,Steelers D/ST,D/ST,D/ST,True,1.0,8.27,False
1,False,9,Men of Will,2612151,Alex Singleton,LB,DP,True,6.0,10.7,False
1,False,9,Men of Will,4430034,Xavier Legette,WR,BE,False,2.5,7.99,False
1,False,9,Men of Will,15795,DeAndre Hopkins,WR,BE,False,10.5,5.4,False
1,False,9,Men of Will,15818,Keenan Allen,WR,BE,False,16.3,8.88,False
1,False,9,Men of Will,4711533,Ollie Gordon II,RB,BE,False,0.8,6.36,False
1,False,6,Thom-ASS,3117251,Christian McCaffrey,RB,RB,True,19.7,15.59,False
1,False,6,Thom-ASS,4242335,Jonathan Taylor,RB,RB,True,11.3,17.07,False
1,False,6,Thom-ASS,4040715,Jalen Hurts,QB,QB,True,24.28,23.43,False
1,False,6,Thom-ASS,3121422,Terry McLaurin,WR,WR,True,3.7,11.38,False
1,False,6,Thom-ASS,3128429,Courtland Sutton,WR,WR,True,16.1,11.26,False
1,False,6,Thom-ASS,15847,Travis Kelce,TE,TE,True,11.7,9.31,False
1,False,6,Thom-ASS,4360516,Tyrone Tracy Jr.,RB,RB/WR/TE,True,4.5,12.14,False
1,False,6,Thom-ASS,2976212,Stefon Diggs,WR,BE,False,9.7,9.79,False
1,False,6,Thom-ASS,4635008,Keon Coleman,WR,BE,False,21.2,10.24,False
1,False,6,Thom-ASS,4362249,Jayden Reed,WR,BE,False,12.0,9.28,False
1,False,6,Thom-ASS,4697815,Rachaad White,RB,BE,False,2.1,6.83,False
1,False,6,Thom-ASS,4689936,Jake Bates,K,K,True,8.0,8.54,False
1,False,6,Thom-ASS,-16016,Vikings D/ST,D/ST,D/ST,True,4.0,6.94,False
1,False,6,Thom-ASS,3128720,Nick Chubb,RB,BE,False,6.0,8.84,False
1,False,6,Thom-ASS,4362851,Ernest Jones IV,LB,DP,True,10.0,9.26,False
1,False,6,Thom-ASS,4686472,Marvin Mims Jr.,WR,BE,False,0.7,7.56,False
1,False,6,Thom-ASS,4241479,Tua Tagovailoa,QB,BE,False,5.26,15.39,False
1,False,10,Silence of the Lamb,4241389,CeeDee Lamb,WR,WR,True,14.5,15.38,False
1,False,10,Silence of the Lamb,4426502,Drake London,WR,WR,True,9.5,13.11,False
1,False,10,Silence of the Lamb,3916387,Lamar Jackson,QB,QB,True,29.36,22.0,False
1,False,10,Silence of the Lamb,3054850,Alvin Kamara,RB,RB,True,12.7,13.65,False
1,False,10,Silence of the Lamb,4047650,DK Metcalf,WR,BE,False,10.3,11.21,False
1,False,10,Silence of the Lamb,4361529,Isiah Pacheco,RB,RB,True,3.8,11.55,False
1,False,10,Silence of the Lamb,4426388,Jameson Williams,WR,RB/WR/TE,True,4.6,10.96,False
1,False,10,Silence of the Lamb,3123076,David Njoku,TE,TE,True,5.2,9.03,False
1,False,10,Silence of the Lamb,4361579,Javonte Williams,RB,BE,False,19.4,10.07,False
1,False,10,Silence of the Lamb,3953687,Brandon Aubrey,K,K,True,11.0,8.24,False
1,False,10,Silence of the Lamb,-16007,Broncos D/ST,D/ST,D/ST,True,16.0,7.76,False
1,False,10,Silence of the Lamb,4431452,Drake Maye,QB,BE,False,15.28,17.97,False
1,False,10,Silence of the Lamb,3138826,Fred Warner,LB,DP,True,8.0,9.22,False
1,False,10,Silence of the Lamb,4360939,Rashod Bateman,WR,BE,False,2.0,7.99,False
1,False,10,Silence of the Lamb,4241372,Hollywood Brown,WR,BE,False,14.9,10.16,False
1,False,10,Silence of the Lamb,5081397,Dylan Sampson,RB,BE,False,13.3,8.57,False
1,False,10,Silence of the Lamb,4242433,Joshua Palmer,WR,BE,False,8.6,5.33,False
1,False,1,Nico Suave,4258173,Nico Collins,WR,WR,True,4.0,14.39,False
1,False,1,Nico Suave,3043078,Derrick Henry,RB,RB,True,28.7,15.49,False
1,False,1,Nico Suave,16737,Mike Evans,WR,WR,True,7.6,13.37,False
1,False,1,Nico Suave,4685382,Omarion Hampton,RB,RB,True,7.1,13.5,False
1,False,1,Nico Suave,4685472,Tetairoa McMillan,WR,BE,False,9.3,11.45,False
1,False,1,Nico Suave,4426354,George Pickens,WR,BE,False,4.5,11.02,False
1,False,1,Nico Suave,3916433,Jakobi Meyers,WR,BE,False,13.7,10.22,False
1,False,1,Nico Suave,3116365,Mark Andrews,TE,TE,True,1.0,9.74,False
1,False,1,Nico Suave,4696981,Cam Skattebo,RB,BE,False,1.9,4.84,False
