overall_pick,round_num,round_pick,team_id,team_name,owner,player_id,player_name,position,bid_amount,keeper
1,1,1,4,Injured Reserve ,Make Bama Champions Again,4374302,Amon-Ra St. Brown,WR,0,False
2,1,2,9,Men of Will,wdsx5,4262921,Justin Jefferson,WR,0,False
3,1,3,12,Blake's Holographic Charizard,dcputman; espnfan0780082387,3929630,Saquon Barkley,RB,0,False
4,1,4,3,Jim Ward's Ole Dick Necks,Henry Munford,4429160,De'Von Achane,RB,0,False
5,1,5,5,Flowers for Allgeiernon,payton9218600,4362628,Ja'Marr Chase,WR,0,False
6,1,6,6,Thom-ASS,zwthomas89; zthoma7700709,3117251,Christian McCaffrey,RB,0,False
7,1,7,10,Silence of the Lamb,espnfan1709357526,4241389,CeeDee Lamb,WR,0,False
8,1,8,13,Christopher's Kryptonite ,tcspivey8,4430807,Bijan Robinson,RB,0,False
9,1,9,1,Nico Suave,cjhubauer,4258173,Nico Collins,WR,0,False
10,1,10,11,ConcreteJungleWet DreamTomato,Gtgilbert88,4890973,Ashton Jeanty,RB,0,False
11,1,11,8,SCLSU Mud Dogs,jbray5,4429795,Jahmyr Gibbs,RB,0,False
12,1,12,14,Deston's Ride or Dies ,wbbollinger08,4426515,Puka Nacua,WR,0,False
13,2,1,14,Deston's Ride or Dies ,wbbollinger08,4596448,Bucky Irving,RB,0,False
14,2,2,8,SCLSU Mud Dogs,jbray5,4432665,Brock Bowers,TE,0,False
15,2,3,11,ConcreteJungleWet DreamTomato,Gtgilbert88,4595348,Malik Nabers,,0,False
16,2,4,1,Nico Suave,cjhubauer,3043078,Derrick Henry,RB,0,False
17,2,5,13,Christopher's Kryptonite ,tcspivey8,4362238,Chase Brown,RB,0,False
18,2,6,10,Silence of the Lamb,espnfan1709357526,4426502,Drake London,WR,0,False
19,2,7,6,Thom-ASS,zwthomas89; zthoma7700709,4242335,Jonathan Taylor,RB,0,False
20,2,8,5,Flowers for Allgeiernon,payton9218600,4430737,Kyren Williams,RB,0,False
21,2,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4047646,A.J. Brown,WR,0,False
22,2,10,12,Blake's Holographic Charizard,dcputman; espnfan0780082387,4612826,Ladd McConkey,WR,0,False
23,2,11,9,Men of Will,wdsx5,4432773,Brian Thomas Jr.,WR,0,False
24,2,12,4,Injured Reserve ,Make Bama Champions Again,4047365,Josh Jacobs,RB,0,False
25,3,1,4,Injured Reserve ,Make Bama Champions Again,4361370,Chris Olave,WR,0,False
26,3,2,9,Men of Will,wdsx5,3918298,Josh Allen,QB,0,False
27,3,3,12,Blake's Holographic Charizard,dcputman; espnfan0780082387,4239993,Tee Higgins,WR,0,False
28,3,4,3,Jim Ward's Ole Dick Necks,Henry Munford,4567048,Kenneth Walker III,RB,0,False
29,3,5,5,Flowers for Allgeiernon,payton9218600,4361307,Trey McBride,TE,0,False
30,3,6,6,Thom-ASS,zwthomas89; zthoma7700709,4040715,Jalen Hurts,QB,0,False
31,3,7,10,Silence of the Lamb,espnfan1709357526,3916387,Lamar Jackson,QB,0,False
32,3,8,13,Christopher's Kryptonite ,tcspivey8,4430878,Jaxon Smith-Njigba,WR,0,False
33,3,9,1,Nico Suave,cjhubauer,16737,Mike Evans,WR,0,False
34,3,10,11,ConcreteJungleWet DreamTomato,Gtgilbert88,4379399,James Cook III,RB,0,False
35,3,11,8,SCLSU Mud Dogs,jbray5,4426348,Jayden Daniels,QB,0,False
36,3,12,14,Deston's Ride or Dies ,wbbollinger08,4432708,Marvin Harrison Jr.,WR,0,False
37,4,1,14,Deston's Ride or Dies ,wbbollinger08,4427366,Breece Hall,RB,0,False
38,4,2,8,SCLSU Mud Dogs,jbray5,16800,Davante Adams,WR,0,False
39,4,3,11,ConcreteJungleWet DreamTomato,Gtgilbert88,3116406,Tyreek Hill,,0,False
40,4,4,1,Nico Suave,cjhubauer,4685382,Omarion Hampton,RB,0,False
41,4,5,13,Christopher's Kryptonite ,tcspivey8,3915511,Joe Burrow,QB,0,False
42,4,6,10,Silence of the Lamb,espnfan1709357526,3054850,Alvin Kamara,RB,0,False
43,4,7,6,Thom-ASS,zwthomas89; zthoma7700709,3121422,Terry McLaurin,WR,0,False
44,4,8,5,Flowers for Allgeiernon,payton9218600,4239996,Travis Etienne Jr.,RB,0,False
45,4,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4569618,Garrett Wilson,WR,0,False
46,4,10,12,Blake's Holographic Charizard,dcputman; espnfan0780082387,3045147,James Conner,,0,False
47,4,11,9,Men of Will,wdsx5,3040151,George Kittle,,0,False
48,4,12,4,Injured Reserve ,Make Bama Champions Again,4430027,Sam LaPorta,TE,0,False
49,5,1,4,Injured Reserve ,Make Bama Champions Again,4569173,Rhamondre Stevenson,RB,0,False
50,5,2,9,Men of Will,wdsx5,4568490,RJ Harvey,RB,0,False
51,5,3,12,Blake's Holographic Charizard,dcputman; espnfan0780082387,4241416,Chuba Hubbard,RB,0,False
52,5,4,3,Jim Ward's Ole Dick Necks,Henry Munford,4259545,D'Andre Swift,RB,0,False
53,5,5,5,Flowers for Allgeiernon,payton9218600,4241478,DeVonta Smith,WR,0,False
54,5,6,6,Thom-ASS,zwthomas89; zthoma7700709,3128429,Courtland Sutton,WR,0,False
55,5,7,10,Silence of the Lamb,espnfan1709357526,4047650,DK Metcalf,WR,0,False
56,5,8,13,Christopher's Kryptonite ,tcspivey8,3925357,Calvin Ridley,,0,False
57,5,9,1,Nico Suave,cjhubauer,4685472,Tetairoa McMillan,WR,0,False
58,5,10,11,ConcreteJungleWet DreamTomato,Gtgilbert88,3139477,Patrick Mahomes,QB,0,False
59,5,11,8,SCLSU Mud Dogs,jbray5,3915416,DJ Moore,WR,0,False
60,5,12,14,Deston's Ride or Dies ,wbbollinger08,4432710,TreVeyon Henderson,RB,0,False
61,6,1,14,Deston's Ride or Dies ,wbbollinger08,4685415,Travis Hunter,,0,False
62,6,2,8,SCLSU Mud Dogs,jbray5,3916148,Tony Pollard,RB,0,False
63,6,3,11,ConcreteJungleWet DreamTomato,Gtgilbert88,4036133,T.J. Hockenson,TE,0,False
64,6,4,1,Nico Suave,cjhubauer,4426354,George Pickens,WR,0,False
65,6,5,13,Christopher's Kryptonite ,tcspivey8,4035538,David Montgomery,RB,0,False
66,6,6,10,Silence of the Lamb,espnfan1709357526,4361529,Isiah Pacheco,RB,0,False
67,6,7,6,Thom-ASS,zwthomas89; zthoma7700709,15847,Travis Kelce,TE,0,False
68,6,8,5,Flowers for Allgeiernon,payton9218600,3917315,Kyler Murray,,0,False
69,6,9,3,Jim Ward's Ole Dick Necks,Henry Munford,4372016,Jaylen Waddle,WR,0,False
70,6,10,12,Blake's Holographic Charizard,dcputman; espnfan0780082387,4683062,Xavier Worthy,WR,0,False
