team_id,team_name,player_id,player_name,position,pro_team,total_points,projected_total_points
1,Thielen and Dealin,13934,Antonio Brown,WR,PIT,274.7,357.76
1,Thielen and Dealin,16460,Adam Thielen,WR,MIN,250.8,215.5
1,Thielen and Dealin,14880,Kirk Cousins,QB,MIN,282.62,8.78
1,Thielen and Dealin,2979477,Tevin Coleman,RB,ATL,177.6,278.15
1,Thielen and Dealin,3919596,Chris Carson,RB,SEA,192.4,223.83
1,Thielen and Dealin,2978273,Blake Martinez,LB,GB,154.0,25.52
1,Thielen and Dealin,3052587,Baker Mayfield,QB,CLE,240.1,8.07
1,Thielen and Dealin,3060022,Jordan Howard,RB,CHI,170.0,254.37
1,Thielen and Dealin,3042778,Corey Davis,WR,TEN,154.1,187.04
1,Thielen and Dealin,3025433,Mike Davis,RB,SEA,120.8,193.24
1,Thielen and Dealin,-16006,Cowboys D/ST,D/ST,DAL,1138.0,11.65
1,Thielen and Dealin,3122976,Jeff Wilson Jr.,RB,SF,39.4,200.96
1,Thielen and Dealin,15853,Vance McDonald,TE,PIT,110.0,134.42
1,Thielen and Dealin,-16001,Falcons D/ST,D/ST,ATL,1131.0,11.78
1,Thielen and Dealin,13587,Chris Ivory,RB,BUF,72.5,227.7
1,Thielen and Dealin,16720,C.J. Mosley,LB,BAL,108.0,27.44
1,Thielen and Dealin,2473037,Jason Myers,K,NYJ,149.0,6.9
2,Rodger  That,8439,Aaron Rodgers,QB,GB,312.58,9.67
2,Rodger  That,13295,Emmanuel Sanders,WR,DEN,162.72,113.28
2,Rodger  That,3122672,Royce Freeman,RB,DEN,94.3,203.78
2,Rodger  That,16725,Sammy Watkins,WR,KC,96.1,118.4
2,Rodger  That,15880,Robert Woods,WR,LAR,224.6,202.41
2,Rodger  That,16913,James White,RB,NE,234.1,240.78
2,Rodger  That,11283,DeSean Jackson,WR,TB,133.8,203.06
2,Rodger  That,15349,Cole Beasley,WR,DAL,117.7,157.28
2,Rodger  That,10636,Mason Crosby,K,GB,138.0,6.41
2,Rodger  That,3050487,Anthony Miller,WR,CHI,106.72,171.73
2,Rodger  That,15860,Jordan Reed,TE,WSH,93.8,192.39
2,Rodger  That,3049916,Matt Breida,RB,SF,150.0,148.55
2,Rodger  That,-16002,Bills D/ST,D/ST,BUF,1198.0,13.58
2,Rodger  That,15994,Theo Riddick,RB,DET,86.0,203.73
2,Rodger  That,16920,Avery Williamson,LB,NYJ,134.0,26.54
2,Rodger  That,2976516,T.J. Yeldon,RB,JAX,147.6,215.04
2,Rodger  That,16020,Spencer Ware,RB,KC,71.0,356.93
3,Jim Ward's Ole Dick Necks,3115364,Leonard Fournette,RB,JAX,109.4,258.26
3,Jim Ward's Ole Dick Necks,3116406,Tyreek Hill,WR,KC,291.5,291.54
3,Jim Ward's Ole Dick Necks,3043078,Derrick Henry,RB,TEN,196.86,270.62
3,Jim Ward's Ole Dick Necks,15705,Josh Gordon,WR,NE,119.2,165.17
3,Jim Ward's Ole Dick Necks,14874,Andrew Luck,QB,IND,328.42,9.2
3,Jim Ward's Ole Dick Necks,11237,Matt Ryan,QB,ATL,355.46,7.2
3,Jim Ward's Ole Dick Necks,3925357,Calvin Ridley,WR,ATL,174.8,171.83
3,Jim Ward's Ole Dick Necks,3055899,Harrison Butker,K,KC,146.0,6.79
3,Jim Ward's Ole Dick Necks,3040151,George Kittle,TE,SF,216.7,168.81
3,Jim Ward's Ole Dick Necks,-16029,Panthers D/ST,D/ST,CAR,1068.0,13.19
3,Jim Ward's Ole Dick Necks,3045147,James Conner,RB,PIT,255.5,288.19
3,Jim Ward's Ole Dick Necks,2574576,C.J. Uzomah,TE,CIN,83.4,101.88
3,Jim Ward's Ole Dick Necks,3051902,Peyton Barber,RB,TB,142.3,175.74
3,Jim Ward's Ole Dick Necks,14023,Mason Foster,LB,WSH,141.0,25.38
3,Jim Ward's Ole Dick Necks,-16009,Packers D/ST,D/ST,GB,1122.0,12.19
3,Jim Ward's Ole Dick Necks,3116721,Jaylen Samuels,RB,PIT,76.5,200.96
3,Jim Ward's Ole Dick Necks,-16026,Seahawks D/ST,D/ST,SEA,1102.0,14.12
4,Bell yeah,2508176,David Johnson,RB,ARI,223.6,331.12
4,Bell yeah,2979843,Kenyan Drake,RB,MIA,180.7,246.11
4,Bell yeah,13216,Demaryius Thomas,WR,HOU,128.2,152.07
4,Bell yeah,2330,Tom Brady,QB,NE,281.8,8.84
4,Bell yeah,14922,Mohamed Sanu,WR,ATL,150.4,168.31
4,Bell yeah,-16021,Eagles D/ST,D/ST,PHI,1072.0,15.32
4,Bell yeah,2577253,Javorius Allen,RB,BAL,82.1,236.86
4,Bell yeah,3043275,Austin Hooper,TE,ATL,127.5,132.46
4,Bell yeah,3116165,Chris Godwin,WR,TB,160.7,158.94
4,Bell yeah,17082,Cody Parkey,K,CHI,115.0,5.88
4,Bell yeah,15920,Latavius Murray,RB,MIN,120.9,249.32
4,Bell yeah,3045138,Mike Williams,WR,LAC,161.7,200.4
4,Bell yeah,-16027,Buccaneers D/ST,D/ST,TB,1090.0,12.1
4,Bell yeah,14958,Demario Davis,LB,NO,126.0,23.05
4,Bell yeah,15839,Marquise Goodwin,WR,SF,78.9,167.26
4,Bell yeah,15168,Case Keenum,QB,DEN,214.9,7.79
4,Bell yeah,3121427,Curtis Samuel,WR,CAR,125.3,186.82
5,Be Gentle,3116593,Dalvin Cook,RB,MIN,133.0,203.78
5,Be Gentle,5528,Larry Fitzgerald,WR,ARI,154.18,196.6
5,Be Gentle,14221,Doug Baldwin,WR,SEA,116.8,196.01
5,Be Gentle,14054,Kyle Rudolph,TE,MIN,122.4,148.61
5,Be Gentle,13994,Cam Newton,QB,CAR,282.6,15.38
5,Be Gentle,15683,Justin Tucker,K,BAL,156.0,7.11
5,Be Gentle,11270,Jordy Nelson,WR,LV,126.2,225.62
5,Be Gentle,2577327,Tyler Lockett,WR,SEA,194.9,192.75
5,Be Gentle,2983209,Chester Rogers,WR,IND,90.6,120.47
5,Be Gentle,8479,Frank Gore,RB,MIA,96.6,125.84
5,Be Gentle,2972091,Jalen Richard,RB,LV,127.6,184.02
5,Be Gentle,17258,Willie Snead IV,WR,BAL,106.4,313.93
5,Be Gentle,9592,Vernon Davis,TE,WSH,63.2,163.41
5,Be Gentle,-16018,Saints D/ST,D/ST,NO,1104.0,12.39
5,Be Gentle,3138677,Leighton Vander Esch,LB,DAL,144.0,26.32
5,Be Gentle,13213,LeGarrette Blount,RB,DET,81.5,237.48
5,Be Gentle,-16015,Dolphins D/ST,D/ST,MIA,1187.0,13.9
6,"Dude, Where's  My Carr ",15795,DeAndre Hopkins,WR,HOU,278.0,214.95
6,"Dude, Where's  My Carr ",3117251,Christian McCaffrey,RB,CAR,334.0,320.55
6,"Dude, Where's  My Carr ",15847,Travis Kelce,TE,KC,245.1,185.18
6,"Dude, Where's  My Carr ",12649,Julian Edelman,WR,NE,173.42,198.29
6,"Dude, Where's  My Carr ",3128721,Sony Michel,RB,NE,137.6,204.77
6,"Dude, Where's  My Carr ",14938,Luke Kuechly,LB,CAR,142.0,33.02
6,"Dude, Where's  My Carr ",3045144,Tyler Boyd,WR,CIN,185.1,132.73
6,"Dude, Where's  My Carr ",15819,Kiko Alonso,LB,MIA,139.0,30.28
6,"Dude, Where's  My Carr ",2971573,Ka'imi Fairbairn,K,HOU,166.0,6.73
6,"Dude, Where's  My Carr ",16732,Eric Ebron,TE,IND,190.2,255.78
6,"Dude, Where's  My Carr ",3051926,Gus Edwards,RB,BAL,89.8,200.96
6,"Dude, Where's  My Carr ",3042494,Elijah McGuire,RB,NYJ,76.4,188.61
6,"Dude, Where's  My Carr ",16757,Derek Carr,QB,LV,216.26,7.77
6,"Dude, Where's  My Carr ",2980453,Jamaal Williams,RB,GB,100.9,220.52
6,"Dude, Where's  My Carr ",-16024,Chargers D/ST,D/ST,LAC,1175.0,12.65
6,"Dude, Where's  My Carr ",14877,Nick Foles,QB,PHI,76.72,10.75
8,SCLSU Mud Dogs,3929630,Saquon Barkley,RB,NYG,341.3,335.73
8,SCLSU Mud Dogs,15818,Keenan Allen,WR,LAC,214.6,229.18
8,SCLSU Mud Dogs,14924,T.Y. Hilton,WR,IND,203.0,336.63
8,SCLSU Mud Dogs,15835,Zach Ertz,TE,PHI,222.3,195.98
8,SCLSU Mud Dogs,14881,Russell Wilson,QB,SEA,298.92,10.2
8,SCLSU Mud Dogs,14198,Dion Lewis,RB,TEN,131.2,242.28
8,SCLSU Mud Dogs,3916925,Kerryon Johnson,RB,DET,123.4,203.74
